Date,DayOfWeek,LOT 2 General % Capacity,LOT 2 General Occupied,LOT 2 General Spaces,LOT 2 Premium % Capacity,LOT 2 Premium Occupied,LOT 2 Premium Spaces,LOT 3 % Capacity,LOT 3 Occupied,LOT 3 Spaces,LOT 4 General % Capacity,LOT 4 General Occupied,LOT 4 General Spaces,LOT 4 Premium % Capacity,LOT 4 Premium Occupied,LOT 4 Premium Spaces,LOT 5 % Capacity,LOT 5 Occupied,LOT 5 Spaces,LOT 6 % Capacity,LOT 6 Occupied,LOT 6 Spaces
9/1/2022,Thursday,0.537325677,655,1219,0.490740741,159,324,0.792785235,945,1192,0.634265734,907,1430,0.886363636,312,352,0.616818182,1357,2200,-1,-1,-1
9/2/2022,Friday,0.635767022,775,1219,0.614197531,199,324,0.937080537,1117,1192,0.646853147,925,1430,0.909090909,320,352,0.729090909,1604,2200,-1,-1,-1
9/3/2022,Saturday,0.753076292,918,1219,0.688271605,223,324,0.979026846,1167,1192,0.685314685,980,1430,0.923295455,325,352,0.743181818,1635,2200,-1,-1,-1
9/4/2022,Sunday,0.636587367,776,1219,0.564814815,183,324,0.920302013,1097,1192,0.623776224,892,1430,0.894886364,315,352,0.772272727,1699,2200,-1,-1,-1
9/5/2022,Monday,0.536505332,654,1219,0.404320988,131,324,0.696308725,830,1192,0.513986014,735,1430,0.769886364,271,352,0.584545455,1286,2200,-1,-1,-1
9/6/2022,Tuesday,0.413453651,504,1219,0.425925926,138,324,0.633389262,755,1192,0.545454545,780,1430,0.920454545,324,352,0.521818182,1148,2200,-1,-1,-1
9/7/2022,Wednesday,0.456111567,556,1219,0.543209877,176,324,0.676174497,806,1192,0.734965035,1051,1430,0.931818182,328,352,0.506818182,1115,2200,-1,-1,-1
9/8/2022,Thursday,0.535684988,653,1219,0.570987654,185,324,0.797818792,951,1192,0.795104895,1137,1430,0.946022727,333,352,0.574545455,1264,2200,-1,-1,-1
9/9/2022,Friday,0.648892535,791,1219,0.614197531,199,324,0.895134228,1067,1192,0.715384615,1023,1430,0.951704545,335,352,0.671363636,1477,2200,-1,-1,-1
9/10/2022,Saturday,0.673502871,821,1219,0.601851852,195,324,0.865771812,1032,1192,0.634965035,908,1430,0.923295455,325,352,0.677272727,1490,2200,-1,-1,-1
9/11/2022,Sunday,0.627563577,765,1219,0.549382716,178,324,0.831375839,991,1192,0.591608392,846,1430,0.795454545,280,352,0.666818182,1467,2200,-1,-1,-1
9/12/2022,Monday,0.631665299,770,1219,0.725308642,235,324,0.776845638,926,1192,0.764335664,1093,1430,0.823863636,290,352,0.588636364,1295,2200,-1,-1,-1
9/13/2022,Tuesday,0.609515997,743,1219,0.648148148,210,324,0.762583893,909,1192,0.938461538,1342,1430,0.911931818,321,352,0.582272727,1281,2200,-1,-1,-1
9/14/2022,Wednesday,0.632485644,771,1219,0.697530864,226,324,0.840604027,1002,1192,0.963636364,1378,1430,0.948863636,334,352,0.641363636,1411,2200,-1,-1,-1
9/15/2022,Thursday,0.706316653,861,1219,0.719135802,233,324,0.909395973,1084,1192,0.916083916,1310,1430,0.963068182,339,352,0.742272727,1633,2200,-1,-1,-1
9/16/2022,Friday,0.766201805,934,1219,0.682098765,221,324,0.94966443,1132,1192,0.778321678,1113,1430,0.957386364,337,352,0.804545455,1770,2200,-1,-1,-1
9/17/2022,Saturday,0.80147662,977,1219,0.74691358,242,324,0.871644295,1039,1192,0.79020979,1130,1430,0.926136364,326,352,0.733636364,1614,2200,-1,-1,-1
9/18/2022,Sunday,0.622641509,759,1219,0.62037037,201,324,0.880872483,1050,1192,0.778321678,1113,1430,0.934659091,329,352,0.763636364,1680,2200,-1,-1,-1
9/19/2022,Monday,0.611156686,745,1219,0.688271605,223,324,0.80033557,954,1192,0.80979021,1158,1430,0.957386364,337,352,0.652272727,1435,2200,-1,-1,-1
9/20/2022,Tuesday,0.554552912,676,1219,0.675925926,219,324,0.808724832,964,1192,0.9,1287,1430,0.926136364,326,352,0.621363636,1367,2200,-1,-1,-1
9/21/2022,Wednesday,0.588187039,717,1219,0.685185185,222,324,0.826342282,985,1192,0.983916084,1407,1430,0.957386364,337,352,0.640909091,1410,2200,-1,-1,-1
9/22/2022,Thursday,0.659557014,804,1219,0.641975309,208,324,0.858221477,1023,1192,0.807692308,1155,1430,0.946022727,333,352,0.642727273,1414,2200,-1,-1,-1
9/23/2022,Friday,0.752255947,917,1219,0.648148148,210,324,0.802013423,956,1192,0.844055944,1207,1430,0.957386364,337,352,0.698181818,1536,2200,-1,-1,-1
9/24/2022,Saturday,0.892534865,1088,1219,0.672839506,218,324,0.901845638,1075,1192,0.808391608,1156,1430,0.994318182,350,352,0.694545455,1528,2200,-1,-1,-1
9/25/2022,Sunday,0.779327317,950,1219,0.641975309,208,324,0.873322148,1041,1192,0.72027972,1030,1430,0.909090909,320,352,0.687272727,1512,2200,-1,-1,-1
9/26/2022,Monday,0.64807219,790,1219,0.527777778,171,324,0.715604027,853,1192,0.767132867,1097,1430,0.994318182,350,352,0.645909091,1421,2200,-1,-1,-1
9/27/2022,Tuesday,0.616899098,752,1219,0.598765432,194,324,0.708892617,845,1192,0.874825175,1251,1430,0.965909091,340,352,0.593181818,1305,2200,-1,-1,-1
9/28/2022,Wednesday,0.623461854,760,1219,0.645061728,209,324,0.708892617,845,1192,0.941958042,1347,1430,0.946022727,333,352,0.604090909,1329,2200,-1,-1,-1
9/29/2022,Thursday,0.651353568,794,1219,0.679012346,220,324,0.751677852,896,1192,0.905594406,1295,1430,0.960227273,338,352,0.659090909,1450,2200,-1,-1,-1
9/30/2022,Friday,0.754716981,920,1219,0.728395062,236,324,0.801174497,955,1192,0.753146853,1077,1430,0.894886364,315,352,0.704090909,1549,2200,-1,-1,-1
10/1/2022,Saturday,0.748154225,912,1219,0.817901235,265,324,0.82885906,988,1192,0.725874126,1038,1430,0.9375,330,352,0.683636364,1504,2200,-1,-1,-1
10/2/2022,Sunday,0.697292863,850,1219,0.682098765,221,324,0.796979866,950,1192,0.690909091,988,1430,0.636363636,224,352,0.673181818,1481,2200,-1,-1,-1
10/3/2022,Monday,0.601312551,733,1219,0.679012346,220,324,0.735738255,877,1192,0.75034965,1073,1430,0.954545455,336,352,0.602727273,1326,2200,-1,-1,-1
10/4/2022,Tuesday,0.56685808,691,1219,0.697530864,226,324,0.702181208,837,1192,0.85034965,1216,1430,0.946022727,333,352,0.584545455,1286,2200,-1,-1,-1
10/5/2022,Wednesday,0.616078753,751,1219,0.703703704,228,324,0.701342282,836,1192,0.91958042,1315,1430,0.911931818,321,352,0.616818182,1357,2200,-1,-1,-1
10/6/2022,Thursday,0.65709598,801,1219,0.669753086,217,324,0.802852349,957,1192,0.923076923,1320,1430,0.923295455,325,352,0.679090909,1494,2200,-1,-1,-1
10/7/2022,Friday,0.761279737,928,1219,0.638888889,207,324,0.855704698,1020,1192,0.793706294,1135,1430,0.963068182,339,352,0.734090909,1615,2200,-1,-1,-1
10/8/2022,Saturday,0.817063167,996,1219,0.617283951,200,324,0.843120805,1005,1192,0.697202797,997,1430,0.951704545,335,352,0.712727273,1568,2200,-1,-1,-1
10/9/2022,Sunday,0.7292863,889,1219,0.564814815,183,324,0.882550336,1052,1192,0.704195804,1007,1430,0.931818182,328,352,0.695454545,1530,2200,-1,-1,-1
10/10/2022,Monday,0.645611157,787,1219,0.537037037,174,324,0.798657718,952,1192,0.821678322,1175,1430,0.954545455,336,352,0.634545455,1396,2200,-1,-1,-1
10/11/2022,Tuesday,0.635767022,775,1219,0.580246914,188,324,0.780201342,930,1192,0.933566434,1335,1430,0.914772727,322,352,0.581363636,1279,2200,-1,-1,-1
10/12/2022,Wednesday,0.67514356,823,1219,0.595679012,193,324,0.782718121,933,1192,0.946153846,1353,1430,0.923295455,325,352,0.612727273,1348,2200,-1,-1,-1
10/13/2022,Thursday,0.666940115,813,1219,0.564814815,183,324,0.843120805,1005,1192,0.892307692,1276,1430,0.883522727,311,352,0.679545455,1495,2200,-1,-1,-1
10/14/2022,Friday,0.772764561,942,1219,0.524691358,170,324,0.882550336,1052,1192,0.837062937,1197,1430,0.963068182,339,352,0.770454545,1695,2200,-1,-1,-1
10/15/2022,Saturday,0.926989336,1130,1219,0.722222222,234,324,0.869966443,1037,1192,0.842657343,1205,1430,0.9375,330,352,0.751363636,1653,2200,-1,-1,-1
10/16/2022,Sunday,0.64807219,790,1219,0.438271605,142,324,0.820469799,978,1192,0.681818182,975,1430,0.860795455,303,352,0.713636364,1570,2200,-1,-1,-1
10/17/2022,Monday,0.577522559,704,1219,0.598765432,194,324,0.722315436,861,1192,0.762937063,1091,1430,0.931818182,328,352,0.611363636,1345,2200,-1,-1,-1
10/18/2022,Tuesday,0.589007383,718,1219,0.675925926,219,324,0.719798658,858,1192,0.87972028,1258,1430,0.957386364,337,352,0.586818182,1291,2200,-1,-1,-1
10/19/2022,Wednesday,0.599671862,731,1219,0.700617284,227,324,0.711409396,848,1192,0.995804196,1424,1430,0.963068182,339,352,0.631818182,1390,2200,-1,-1,-1
10/20/2022,Thursday,0.652173913,795,1219,0.586419753,190,324,0.684563758,816,1192,0.81048951,1159,1430,0.943181818,332,352,0.649090909,1428,2200,-1,-1,-1
10/21/2022,Friday,0.754716981,920,1219,0.561728395,182,324,0.730704698,871,1192,0.864335664,1236,1430,0.982954545,346,352,0.752727273,1656,2200,-1,-1,-1
10/22/2022,Saturday,0.758818704,925,1219,0.614197531,199,324,0.702181208,837,1192,0.86013986,1230,1430,0.943181818,332,352,0.728181818,1602,2200,-1,-1,-1
10/23/2022,Sunday,0.72026251,878,1219,0.601851852,195,324,0.72147651,860,1192,0.773426573,1106,1430,0.909090909,320,352,0.71,1562,2200,-1,-1,-1
10/24/2022,Monday,0.637407711,777,1219,0.62654321,203,324,0.687919463,820,1192,0.813986014,1164,1430,0.9375,330,352,0.635,1397,2200,-1,-1,-1
10/25/2022,Tuesday,0.661197703,806,1219,0.691358025,224,324,0.697147651,831,1192,0.974825175,1394,1430,0.985795455,347,352,0.613636364,1350,2200,-1,-1,-1
10/26/2022,Wednesday,0.619360131,755,1219,0.691358025,224,324,0.770973154,919,1192,1.08951049,1558,1430,0.965909091,340,352,0.661363636,1455,2200,-1,-1,-1
10/27/2022,Thursday,0.659557014,804,1219,0.679012346,220,324,0.742449664,885,1192,0.90979021,1301,1430,0.960227273,338,352,0.699545455,1539,2200,-1,-1,-1
10/28/2022,Friday,0.704675964,859,1219,0.574074074,186,324,0.69966443,834,1192,0.79020979,1130,1430,0.943181818,332,352,0.745454545,1640,2200,-1,-1,-1
10/29/2022,Saturday,0.705496308,860,1219,0.558641975,181,324,0.69295302,826,1192,0.643356643,920,1430,0.954545455,336,352,0.761363636,1675,2200,-1,-1,-1
10/30/2022,Sunday,0.578342904,705,1219,0.419753086,136,324,0.656879195,783,1192,0.582517483,833,1430,0.809659091,285,352,0.668181818,1470,2200,-1,-1,-1
10/31/2022,Monday,0.450369155,549,1219,0.410493827,133,324,0.570469799,680,1192,0.425874126,609,1430,0.801136364,282,352,0.552727273,1216,2200,-1,-1,-1
11/1/2022,Tuesday,0.49466776,603,1219,0.62345679,202,324,0.65352349,779,1192,0.781818182,1118,1430,0.965909091,340,352,0.584090909,1285,2200,0,0,1337
11/2/2022,Wednesday,0.561936013,685,1219,0.632716049,205,324,0.697147651,831,1192,0.960839161,1374,1430,0.934659091,329,352,0.572727273,1260,2200,0,0,1337
11/3/2022,Thursday,0.615258409,750,1219,0.651234568,211,324,0.726510067,866,1192,0.960839161,1374,1430,0.965909091,340,352,0.625,1375,2200,0,0,1337
11/4/2022,Friday,0.671041838,818,1219,0.570987654,185,324,0.759228188,905,1192,0.776923077,1111,1430,0.957386364,337,352,0.706818182,1555,2200,0,0,1337
11/5/2022,Saturday,0.653814602,797,1219,0.552469136,179,324,0.75,894,1192,0.630769231,902,1430,0.948863636,334,352,0.722727273,1590,2200,0,0,1337
11/6/2022,Sunday,0.553732568,675,1219,0.49691358,161,324,0.71057047,847,1192,0.592307692,847,1430,0.90625,319,352,0.633181818,1393,2200,0,0,1337
11/7/2022,Monday,0.510254307,622,1219,0.577160494,187,324,0.698825503,833,1192,0.723076923,1034,1430,0.948863636,334,352,0.575454545,1266,2200,0,0,1337
11/8/2022,Tuesday,0.507793273,619,1219,0.617283951,200,324,0.629194631,750,1192,0.895804196,1281,1430,0.957386364,337,352,0.553181818,1217,2200,0,0,1337
11/9/2022,Wednesday,0.547990156,668,1219,0.651234568,211,324,0.690436242,823,1192,0.941258741,1346,1430,0.960227273,338,352,0.603636364,1328,2200,0,0,1337
11/10/2022,Thursday,0.618539787,754,1219,0.62962963,204,324,0.667785235,796,1192,0.895804196,1281,1430,0.948863636,334,352,0.640909091,1410,2200,0,0,1337
11/11/2022,Friday,0.74733388,911,1219,0.577160494,187,324,0.703020134,838,1192,0.746853147,1068,1430,0.923295455,325,352,0.738636364,1625,2200,0,0,1337
11/12/2022,Saturday,0.726825267,886,1219,0.552469136,179,324,0.698825503,833,1192,0.716783217,1025,1430,0.965909091,340,352,0.769090909,1692,2200,0,0,1337
11/13/2022,Sunday,0.610336341,744,1219,0.469135802,152,324,0.687919463,820,1192,0.669230769,957,1430,0.940340909,331,352,0.668181818,1470,2200,0,0,1337
11/14/2022,Monday,0.564397047,688,1219,0.601851852,195,324,0.713926174,851,1192,0.797202797,1140,1430,0.943181818,332,352,0.592272727,1303,2200,0,0,1337
11/15/2022,Tuesday,0.588187039,717,1219,0.682098765,221,324,0.689597315,822,1192,0.927972028,1327,1430,0.982954545,346,352,0.576818182,1269,2200,0,0,1337
11/16/2022,Wednesday,0.525020509,640,1219,0.75,243,324,0.719798658,858,1192,0.932867133,1334,1430,0.957386364,337,352,0.575909091,1267,2200,0,0,1337
11/17/2022,Thursday,0.502050861,612,1219,0.632716049,205,324,0.677013423,807,1192,0.777622378,1112,1430,0.946022727,333,352,0.600454545,1321,2200,0,0,1337
11/18/2022,Friday,0.56685808,691,1219,0.595679012,193,324,0.688758389,821,1192,0.640559441,916,1430,0.946022727,333,352,0.609545455,1341,2200,0,0,1337
11/19/2022,Saturday,0.550451189,671,1219,0.583333333,189,324,0.67533557,805,1192,0.493006993,705,1430,0.951704545,335,352,0.575,1265,2200,0.025430067,34,1337
11/20/2022,Sunday,0.658736669,803,1219,0.49382716,160,324,0.577181208,688,1192,0.461538462,660,1430,0.9375,330,352,0.665909091,1465,2200,0.058339566,78,1337
11/21/2022,Monday,0.6390484,779,1219,0.395061728,128,324,0.520134228,620,1192,0.41958042,600,1430,0.872159091,307,352,0.629545455,1385,2200,0.070306657,94,1337
11/22/2022,Tuesday,0.705496308,860,1219,0.391975309,127,324,0.602348993,718,1192,0.395804196,566,1430,0.880681818,310,352,0.668181818,1470,2200,0.093492895,125,1337
11/23/2022,Wednesday,1.002461034,1222,1219,0.552469136,179,324,0.728187919,868,1192,0.462937063,662,1430,0.954545455,336,352,0.808636364,1779,2200,0.104712042,140,1337
11/24/2022,Thursday,1.012305168,1234,1219,0.802469136,260,324,0.82885906,988,1192,0.578321678,827,1430,0.943181818,332,352,0.878636364,1933,2200,0.195213164,261,1337
11/25/2022,Friday,0.992616899,1210,1219,0.904320988,293,324,0.854865772,1019,1192,0.632867133,905,1430,0.923295455,325,352,0.868636364,1911,2200,0.2131638,285,1337
11/26/2022,Saturday,0.83757178,1021,1219,0.74691358,242,324,0.81795302,975,1192,0.615384615,880,1430,0.911931818,321,352,0.673181818,1481,2200,0.165295438,221,1337
11/27/2022,Sunday,0.602132896,734,1219,0.601851852,195,324,0.545302013,650,1192,0.374125874,535,1430,0.823863636,290,352,0.525,1155,2200,0.181750187,243,1337
11/28/2022,Monday,0.537325677,655,1219,0.509259259,165,324,0.463926174,553,1192,0.481818182,689,1430,0.911931818,321,352,0.497727273,1095,2200,0.16828721,225,1337
11/29/2022,Tuesday,0.488925349,596,1219,0.487654321,158,324,0.402684564,480,1192,0.665734266,952,1430,0.954545455,336,352,0.460909091,1014,2200,0.172774869,231,1337
11/30/2022,Wednesday,0.495488105,604,1219,0.422839506,137,324,0.381711409,455,1192,0.698601399,999,1430,0.880681818,310,352,0.451818182,994,2200,0.150336574,201,1337
12/1/2022,Thursday,0.547990156,668,1219,0.478395062,155,324,0.426174497,508,1192,0.718881119,1028,1430,0.917613636,323,352,0.492272727,1083,2200,0.157816006,211,1337
12/2/2022,Friday,0.583264971,711,1219,0.50308642,163,324,0.484060403,577,1192,0.60979021,872,1430,0.892045455,314,352,0.545909091,1201,2200,0.160807779,215,1337
12/3/2022,Saturday,0.578342904,705,1219,0.524691358,170,324,0.457214765,545,1192,0.51048951,730,1430,0.883522727,311,352,0.523636364,1152,2200,0.148092745,198,1337
12/4/2022,Sunday,0.576702215,703,1219,0.583333333,189,324,0.498322148,594,1192,0.513286713,734,1430,0.872159091,307,352,0.548181818,1206,2200,0.159311892,213,1337
12/5/2022,Monday,0.604593929,737,1219,0.604938272,196,324,0.479026846,571,1192,0.694405594,993,1430,0.917613636,323,352,0.516818182,1137,2200,0.177262528,237,1337
12/6/2022,Tuesday,0.594749795,725,1219,0.641975309,208,324,0.497483221,593,1192,0.888811189,1271,1430,0.940340909,331,352,0.505909091,1113,2200,0.157816006,211,1337
12/7/2022,Wednesday,0.618539787,754,1219,0.635802469,206,324,0.484060403,577,1192,0.91958042,1315,1430,0.951704545,335,352,0.528181818,1162,2200,0.178010471,238,1337
12/8/2022,Thursday,0.634946678,774,1219,0.601851852,195,324,0.488255034,582,1192,0.781818182,1118,1430,0.948863636,334,352,0.55,1210,2200,0.171278983,229,1337
12/9/2022,Friday,0.656275636,800,1219,0.62345679,202,324,0.458053691,546,1192,0.655244755,937,1430,0.951704545,335,352,0.561363636,1235,2200,0.169783096,227,1337
12/10/2022,Saturday,0.62100082,757,1219,0.608024691,197,324,0.452181208,539,1192,0.498601399,713,1430,0.914772727,322,352,0.533181818,1173,2200,0.157068063,210,1337
12/11/2022,Sunday,0.589827728,719,1219,0.462962963,150,324,0.473993289,565,1192,0.542657343,776,1430,0.957386364,337,352,0.515909091,1135,2200,0.145848915,195,1337
12/12/2022,Monday,0.581624282,709,1219,0.564814815,183,324,0.450503356,537,1192,0.670629371,959,1430,0.96875,341,352,0.465454545,1024,2200,0.159311892,213,1337
12/13/2022,Tuesday,0.550451189,671,1219,0.555555556,180,324,0.43204698,515,1192,0.785314685,1123,1430,0.940340909,331,352,0.420909091,926,2200,0.176514585,236,1337
12/14/2022,Wednesday,0.582444627,710,1219,0.598765432,194,324,0.438758389,523,1192,0.828671329,1185,1430,0.977272727,344,352,0.421818182,928,2200,0.204936425,274,1337
12/15/2022,Thursday,0.588187039,717,1219,0.570987654,185,324,0.423657718,505,1192,0.755244755,1080,1430,0.991477273,349,352,0.439545455,967,2200,0.222139117,297,1337
12/16/2022,Friday,0.553732568,675,1219,0.533950617,173,324,0.411073826,490,1192,0.594405594,850,1430,0.928977273,327,352,0.435454545,958,2200,0.213911743,286,1337
12/17/2022,Saturday,0.535684988,653,1219,0.466049383,151,324,0.430369128,513,1192,0.479020979,685,1430,0.863636364,304,352,0.481818182,1060,2200,0.167539267,224,1337
12/18/2022,Sunday,0.543888433,663,1219,0.441358025,143,324,0.435402685,519,1192,0.414685315,593,1430,0.855113636,301,352,0.461363636,1015,2200,0.166043381,222,1337
12/19/2022,Monday,0.510254307,622,1219,0.401234568,130,324,0.461409396,550,1192,0.416083916,595,1430,0.909090909,320,352,0.47,1034,2200,0.247569185,331,1337
12/20/2022,Tuesday,0.453650533,553,1219,0.342592593,111,324,0.444630872,530,1192,0.4,572,1430,0.909090909,320,352,0.441363636,971,2200,0.234106208,313,1337
12/21/2022,Wednesday,0.483182937,589,1219,0.339506173,110,324,0.491610738,586,1192,0.362237762,518,1430,0.832386364,293,352,0.510909091,1124,2200,0.313388182,419,1337
12/22/2022,Thursday,0.552091879,673,1219,0.385802469,125,324,0.640939597,764,1192,0.370629371,530,1430,0.744318182,262,352,0.582727273,1282,2200,0.377711294,505,1337
12/23/2022,Friday,0.650533224,793,1219,0.395061728,128,324,0.720637584,859,1192,0.416783217,596,1430,0.826704545,291,352,0.677727273,1491,2200,0.503365744,673,1337
12/24/2022,Saturday,0.706316653,861,1219,0.441358025,143,324,0.757550336,903,1192,0.427272727,611,1430,0.889204545,313,352,0.674090909,1483,2200,0.651458489,871,1337
12/25/2022,Sunday,0.72026251,878,1219,0.49382716,160,324,0.782718121,933,1192,0.4,572,1430,0.897727273,316,352,0.670909091,1476,2200,0.759910247,1016,1337
12/26/2022,Monday,0.806398687,983,1219,0.459876543,149,324,0.826342282,985,1192,0.459440559,657,1430,0.90625,319,352,0.685454545,1508,2200,0.581899776,778,1337
12/27/2022,Tuesday,0.74733388,911,1219,0.447530864,145,324,0.723154362,862,1192,0.383216783,548,1430,0.761363636,268,352,0.684545455,1506,2200,0.567688856,759,1337
12/28/2022,Wednesday,0.689089418,840,1219,0.444444444,144,324,0.627516779,748,1192,0.311888112,446,1430,0.582386364,205,352,0.596363636,1312,2200,0.525804039,703,1337
12/29/2022,Thursday,0.647251846,789,1219,0.438271605,142,324,0.567114094,676,1192,0.253846154,363,1430,0.568181818,200,352,0.518181818,1140,2200,0.456245325,610,1337
12/30/2022,Friday,0.662018048,807,1219,0.462962963,150,324,0.593959732,708,1192,0.297202797,425,1430,0.690340909,243,352,0.527727273,1161,2200,0.460732984,616,1337
12/31/2022,Saturday,0.622641509,759,1219,0.509259259,165,324,0.599832215,715,1192,0.288111888,412,1430,0.71875,253,352,0.467272727,1028,2200,0.372475692,498,1337
1/1/2023,Sunday,0.561936013,685,1219,0.37654321,122,324,0.509228188,607,1192,0.227972028,326,1430,0.767045455,270,352,0.38,836,2200,0.232610322,311,1337
1/2/2023,Monday,0.501230517,611,1219,0.339506173,110,324,0.464765101,554,1192,0.266433566,381,1430,0.704545455,248,352,0.282272727,621,2200,0.360508601,482,1337
1/3/2023,Tuesday,0.420016407,512,1219,0.37654321,122,324,0.395973154,472,1192,0.326573427,467,1430,0.860795455,303,352,0.226363636,498,2200,0.356020942,476,1337
1/4/2023,Wednesday,0.389663659,475,1219,0.354938272,115,324,0.373322148,445,1192,0.391608392,560,1430,0.909090909,320,352,0.172727273,380,2200,0.420344054,562,1337
1/5/2023,Thursday,0.42411813,517,1219,0.358024691,116,324,0.399328859,476,1192,0.491608392,703,1430,0.934659091,329,352,0.131818182,290,2200,0.465220643,622,1337
1/6/2023,Friday,0.453650533,553,1219,0.37345679,121,324,0.428691275,511,1192,0.462937063,662,1430,0.84375,297,352,0.090454545,199,2200,0.462976814,619,1337
1/7/2023,Saturday,0.463494668,565,1219,0.462962963,150,324,0.433724832,517,1192,0.402097902,575,1430,0.784090909,276,352,0.067727273,149,2200,0.54973822,735,1337
1/8/2023,Sunday,0.42411813,517,1219,0.388888889,126,324,0.39261745,468,1192,0.426573427,610,1430,0.826704545,291,352,0.057272727,126,2200,0.499626028,668,1337
1/9/2023,Monday,0.491386382,599,1219,0.453703704,147,324,0.41442953,494,1192,0.63006993,901,1430,0.948863636,334,352,0.029545455,65,2200,0.556469708,744,1337
1/10/2023,Tuesday,0.484823626,591,1219,0.481481481,156,324,0.395134228,471,1192,0.772027972,1104,1430,0.960227273,338,352,0.022272727,49,2200,0.562453254,752,1337
1/11/2023,Wednesday,0.519278097,633,1219,0.533950617,173,324,0.406879195,485,1192,0.799300699,1143,1430,0.934659091,329,352,0.017272727,38,2200,0.59237098,792,1337
1/12/2023,Thursday,0.536505332,654,1219,0.552469136,179,324,0.473154362,564,1192,0.751748252,1075,1430,0.914772727,322,352,0.015,33,2200,0.627524308,839,1337
1/13/2023,Friday,0.535684988,653,1219,0.487654321,158,324,0.569630872,679,1192,0.653846154,935,1430,0.886363636,312,352,0.010909091,24,2200,0.701570681,938,1337
1/14/2023,Saturday,0.500410172,610,1219,0.435185185,141,324,0.537751678,641,1192,0.532867133,762,1430,0.926136364,326,352,0.01,22,2200,0.693343306,927,1337
1/15/2023,Sunday,0.486464315,593,1219,0.425925926,138,324,0.605704698,722,1192,0.541958042,775,1430,0.90625,319,352,0.007727273,17,2200,0.682124159,912,1337
1/16/2023,Monday,0.522559475,637,1219,0.530864198,172,324,0.479865772,572,1192,0.574125874,821,1430,0.926136364,326,352,0.005909091,13,2200,0.61854899,827,1337
1/17/2023,Tuesday,0.513535685,626,1219,0.515432099,167,324,0.608221477,725,1192,0.767832168,1098,1430,0.974431818,343,352,0.005454545,12,2200,0.596110696,797,1337
1/18/2023,Wednesday,0.52173913,636,1219,0.614197531,199,324,0.489932886,584,1192,0.916083916,1310,1430,0.934659091,329,352,0.005,11,2200,0.614809274,822,1337
1/19/2023,Thursday,0.554552912,676,1219,0.564814815,183,324,0.546979866,652,1192,0.886713287,1268,1430,0.954545455,336,352,0.003636364,8,2200,0.643979058,861,1337
1/20/2023,Friday,0.520918786,635,1219,0.49382716,160,324,0.57885906,690,1192,0.653146853,934,1430,0.818181818,288,352,0.002727273,6,2200,0.589379207,788,1337
1/21/2023,Saturday,0.519278097,633,1219,0.450617284,146,324,0.557885906,665,1192,0.615384615,880,1430,0.948863636,334,352,0.002727273,6,2200,0.64697083,865,1337
1/22/2023,Sunday,0.49630845,605,1219,0.469135802,152,324,0.553691275,660,1192,0.653846154,935,1430,0.900568182,317,352,0.002727273,6,2200,0.603590127,807,1337
1/23/2023,Monday,0.531583265,648,1219,0.561728395,182,324,0.494127517,589,1192,0.751748252,1075,1430,0.914772727,322,352,0.002727273,6,2200,0.666417352,891,1337
1/24/2023,Tuesday,0.533223954,650,1219,0.589506173,191,324,0.48909396,583,1192,0.951048951,1360,1430,0.948863636,334,352,0.002727273,6,2200,0.627524308,839,1337
1/25/2023,Wednesday,0.56685808,691,1219,0.614197531,199,324,0.536912752,640,1192,1.00979021,1444,1430,0.971590909,342,352,0.002727273,6,2200,0.643231114,860,1337
1/26/2023,Thursday,0.586546349,715,1219,0.669753086,217,324,0.532718121,635,1192,0.802097902,1147,1430,0.917613636,323,352,0.002727273,6,2200,0.616305161,824,1337
1/27/2023,Friday,0.53240361,649,1219,0.50617284,164,324,0.588087248,701,1192,0.688811189,985,1430,0.911931818,321,352,0.002272727,5,2200,0.639491399,855,1337
1/28/2023,Saturday,0.529942576,646,1219,0.484567901,157,324,0.583892617,696,1192,0.612587413,876,1430,0.909090909,320,352,0.002272727,5,2200,0.621540763,831,1337
1/29/2023,Sunday,0.501230517,611,1219,0.5,162,324,0.52852349,630,1192,0.552447552,790,1430,0.892045455,314,352,0.002272727,5,2200,0.596858639,798,1337
1/30/2023,Monday,0.481542248,587,1219,0.49691358,161,324,0.430369128,513,1192,0.73986014,1058,1430,0.951704545,335,352,0.002272727,5,2200,0.59012715,789,1337
1/31/2023,Tuesday,0.482362592,588,1219,0.595679012,193,324,0.40352349,481,1192,0.834965035,1194,1430,0.9375,330,352,0.002272727,5,2200,0.582647719,779,1337
2/1/2023,Wednesday,0.520098441,634,1219,0.561728395,182,324,0.411073826,490,1192,0.81048951,1159,1430,0.946022727,333,352,0.001818182,4,2200,0.574420344,768,1337
2/2/2023,Thursday,0.560295324,683,1219,0.555555556,180,324,0.478187919,570,1192,0.781818182,1118,1430,0.9375,330,352,0.001818182,4,2200,0.595362752,796,1337
2/3/2023,Friday,0.574241181,700,1219,0.466049383,151,324,0.551174497,657,1192,0.66993007,958,1430,0.917613636,323,352,0.001818182,4,2200,0.640987285,857,1337
2/4/2023,Saturday,0.570959803,696,1219,0.512345679,166,324,0.53942953,643,1192,0.594405594,850,1430,0.823863636,290,352,0.001818182,4,2200,0.643979058,861,1337
