Day,lotType,lotSpaces,lotVacancy,lotOccupied,percentCapacity
506,lot2_premium,324,157,167.0,0.5154320987654321
506,lot3,1192,449,743.0,0.6233221476510067
506,lot4_general,1430,468,962.0,0.6727272727272727
506,lot4_premium,352,19,333.0,0.9460227272727273
506,lot5,2200,1183,1017.0,0.4622727272727273
506,lot6,-1,-1,-1.0,-1.0
507,lot2_general,1219,495,724.0,0.593929450369155
507,lot2_premium,324,148,176.0,0.5432098765432098
507,lot3,1192,458,734.0,0.6157718120805369
507,lot4_general,1430,347,1083.0,0.7573426573426574
507,lot4_premium,352,25,327.0,0.9289772727272727
507,lot5,2200,1105,1095.0,0.49772727272727274
507,lot6,-1,-1,-1.0,-1.0
508,lot2_general,1219,414,805.0,0.660377358490566
508,lot2_premium,324,133,191.0,0.5895061728395061
508,lot3,1192,358,834.0,0.6996644295302014
508,lot4_general,1430,327,1103.0,0.7713286713286713
508,lot4_premium,352,19,333.0,0.9460227272727273
508,lot5,2200,954,1246.0,0.5663636363636364
508,lot6,-1,-1,-1.0,-1.0
509,lot2_general,1219,160,1059.0,0.8687448728465955
509,lot2_premium,324,114,210.0,0.6481481481481481
509,lot3,1192,301,891.0,0.74748322147651
509,lot4_general,1430,334,1096.0,0.7664335664335664
509,lot4_premium,352,5,347.0,0.9857954545454546
509,lot5,2200,795,1405.0,0.6386363636363637
509,lot6,-1,-1,-1.0,-1.0
510,lot2_general,1219,116,1103.0,0.9048400328137818
510,lot2_premium,324,97,227.0,0.7006172839506173
510,lot3,1192,272,920.0,0.7718120805369127
510,lot4_general,1430,362,1068.0,0.7468531468531469
510,lot4_premium,352,50,302.0,0.8579545454545454
510,lot5,2200,710,1490.0,0.6772727272727272
510,lot6,-1,-1,-1.0,-1.0
511,lot2_general,1219,258,961.0,0.7883511074651354
511,lot2_premium,324,104,220.0,0.6790123456790124
511,lot3,1192,322,870.0,0.7298657718120806
511,lot4_general,1430,509,921.0,0.644055944055944
511,lot4_premium,352,65,287.0,0.8153409090909091
511,lot5,2200,920,1280.0,0.5818181818181818
511,lot6,-1,-1,-1.0,-1.0
512,lot2_general,1219,511,708.0,0.5808039376538146
512,lot2_premium,324,177,147.0,0.4537037037037037
512,lot3,1192,440,752.0,0.6308724832214765
512,lot4_general,1430,541,889.0,0.6216783216783217
512,lot4_premium,352,38,314.0,0.8920454545454546
512,lot5,2200,1150,1050.0,0.4772727272727273
512,lot6,-1,-1,-1.0,-1.0
513,lot2_general,1219,517,702.0,0.5758818703855619
513,lot2_premium,324,172,152.0,0.4691358024691358
513,lot3,1192,424,768.0,0.6442953020134228
513,lot4_general,1430,511,919.0,0.6426573426573426
513,lot4_premium,352,25,327.0,0.9289772727272727
513,lot5,2200,1226,974.0,0.44272727272727275
513,lot6,-1,-1,-1.0,-1.0
514,lot2_general,1219,546,673.0,0.5520918785890074
514,lot2_premium,324,176,148.0,0.4567901234567901
514,lot3,1192,488,704.0,0.5906040268456376
514,lot4_general,1430,497,933.0,0.6524475524475525
514,lot4_premium,352,11,341.0,0.96875
514,lot5,2200,1225,975.0,0.4431818181818182
514,lot6,-1,-1,-1.0,-1.0
515,lot2_general,1219,452,767.0,0.6292042657916325
515,lot2_premium,324,164,160.0,0.49382716049382713
515,lot3,1192,408,784.0,0.6577181208053692
515,lot4_general,1430,563,867.0,0.6062937062937063
515,lot4_premium,352,14,338.0,0.9602272727272727
515,lot5,2200,1104,1096.0,0.49818181818181817
515,lot6,-1,-1,-1.0,-1.0
516,lot2_general,1219,187,1032.0,0.8465955701394585
516,lot2_premium,324,136,188.0,0.5802469135802469
516,lot3,1192,272,920.0,0.7718120805369127
516,lot4_general,1430,468,962.0,0.6727272727272727
516,lot4_premium,352,10,342.0,0.9715909090909091
516,lot5,2200,1071,1129.0,0.5131818181818182
516,lot6,-1,-1,-1.0,-1.0
517,lot2_general,1219,122,1097.0,0.8999179655455292
517,lot2_premium,324,115,209.0,0.6450617283950617
517,lot3,1192,301,891.0,0.74748322147651
517,lot4_general,1430,505,925.0,0.6468531468531469
517,lot4_premium,352,17,335.0,0.9517045454545454
517,lot5,2200,870,1330.0,0.6045454545454545
517,lot6,-1,-1,-1.0,-1.0
518,lot2_general,1219,205,1014.0,0.8318293683347006
518,lot2_premium,324,123,201.0,0.6203703703703703
518,lot3,1192,370,822.0,0.6895973154362416
518,lot4_general,1430,661,769.0,0.5377622377622377
518,lot4_premium,352,32,320.0,0.9090909090909091
518,lot5,2200,969,1231.0,0.5595454545454546
518,lot6,-1,-1,-1.0,-1.0
519,lot2_general,1219,537,682.0,0.5594749794913864
519,lot2_premium,324,189,135.0,0.4166666666666667
519,lot3,1192,546,646.0,0.5419463087248322
519,lot4_general,1430,575,855.0,0.5979020979020979
519,lot4_premium,352,34,318.0,0.9034090909090909
519,lot5,2200,1219,981.0,0.4459090909090909
519,lot6,-1,-1,-1.0,-1.0
520,lot2_general,1219,600,619.0,0.5077932731747334
520,lot2_premium,324,181,143.0,0.44135802469135804
520,lot3,1192,528,664.0,0.5570469798657718
520,lot4_general,1430,655,775.0,0.541958041958042
520,lot4_premium,352,47,305.0,0.8664772727272727
520,lot5,2200,1251,949.0,0.43136363636363634
520,lot6,-1,-1,-1.0,-1.0
521,lot2_general,1219,582,637.0,0.5225594749794914
521,lot2_premium,324,177,147.0,0.4537037037037037
521,lot3,1192,500,692.0,0.5805369127516778
521,lot4_general,1430,410,1020.0,0.7132867132867133
521,lot4_premium,352,38,314.0,0.8920454545454546
521,lot5,2200,1185,1015.0,0.46136363636363636
521,lot6,-1,-1,-1.0,-1.0
522,lot2_general,1219,422,797.0,0.6538146021328958
522,lot2_premium,324,163,161.0,0.49691358024691357
522,lot3,1192,413,779.0,0.6535234899328859
522,lot4_general,1430,308,1122.0,0.7846153846153846
522,lot4_premium,352,24,328.0,0.9318181818181818
522,lot5,2200,977,1223.0,0.5559090909090909
522,lot6,-1,-1,-1.0,-1.0
523,lot2_general,1219,236,983.0,0.8063986874487284
523,lot2_premium,324,130,194.0,0.5987654320987654
523,lot3,1192,423,769.0,0.6451342281879194
523,lot4_general,1430,-27,1457.0,1.0188811188811189
523,lot4_premium,352,25,327.0,0.9289772727272727
523,lot5,2200,739,1461.0,0.6640909090909091
523,lot6,-1,-1,-1.0,-1.0
524,lot2_general,1219,225,994.0,0.815422477440525
524,lot2_premium,324,142,182.0,0.5617283950617284
524,lot3,1192,230,962.0,0.8070469798657718
524,lot4_general,1430,315,1115.0,0.7797202797202797
524,lot4_premium,352,33,319.0,0.90625
524,lot5,2200,749,1451.0,0.6595454545454545
524,lot6,-1,-1,-1.0,-1.0
525,lot2_general,1219,200,1019.0,0.8359310910582445
525,lot2_premium,324,152,172.0,0.5308641975308642
525,lot3,1192,332,860.0,0.7214765100671141
525,lot4_general,1430,381,1049.0,0.7335664335664336
525,lot4_premium,352,43,309.0,0.8778409090909091
525,lot5,2200,814,1386.0,0.63
525,lot6,-1,-1,-1.0,-1.0
526,lot2_general,1219,427,792.0,0.649712879409352
526,lot2_premium,324,185,139.0,0.42901234567901236
526,lot3,1192,423,769.0,0.6451342281879194
526,lot4_general,1430,477,953.0,0.6664335664335664
526,lot4_premium,352,48,304.0,0.8636363636363636
526,lot5,2200,1185,1015.0,0.46136363636363636
526,lot6,-1,-1,-1.0,-1.0
527,lot2_general,1219,574,645.0,0.5291222313371616
527,lot2_premium,324,164,160.0,0.49382716049382713
527,lot3,1192,414,778.0,0.6526845637583892
527,lot4_general,1430,508,922.0,0.6447552447552447
527,lot4_premium,352,35,317.0,0.9005681818181818
527,lot5,2200,1166,1034.0,0.47
527,lot6,-1,-1,-1.0,-1.0
528,lot2_general,1219,555,664.0,0.5447087776866284
528,lot2_premium,324,159,165.0,0.5092592592592593
528,lot3,1192,528,664.0,0.5570469798657718
528,lot4_general,1430,439,991.0,0.693006993006993
528,lot4_premium,352,23,329.0,0.9346590909090909
528,lot5,2200,1133,1067.0,0.485
528,lot6,-1,-1,-1.0,-1.0
529,lot2_general,1219,483,736.0,0.6037735849056604
529,lot2_premium,324,155,169.0,0.5216049382716049
529,lot3,1192,427,765.0,0.6417785234899329
529,lot4_general,1430,534,896.0,0.6265734265734266
529,lot4_premium,352,31,321.0,0.9119318181818182
529,lot5,2200,959,1241.0,0.5640909090909091
529,lot6,-1,-1,-1.0,-1.0
530,lot2_general,1219,147,1072.0,0.8794093519278097
530,lot2_premium,324,150,174.0,0.5370370370370371
530,lot3,1192,309,883.0,0.7407718120805369
530,lot4_general,1430,530,900.0,0.6293706293706294
530,lot4_premium,352,6,346.0,0.9829545454545454
530,lot5,2200,698,1502.0,0.6827272727272727
530,lot6,-1,-1,-1.0,-1.0
531,lot2_general,1219,247,972.0,0.7973748974569319
531,lot2_premium,324,162,162.0,0.5
531,lot3,1192,337,855.0,0.7172818791946308
531,lot4_general,1430,603,827.0,0.5783216783216784
531,lot4_premium,352,32,320.0,0.9090909090909091
531,lot5,2200,790,1410.0,0.6409090909090909
531,lot6,-1,-1,-1.0,-1.0
532,lot2_general,1219,400,819.0,0.671862182116489
532,lot2_premium,324,172,152.0,0.4691358024691358
532,lot3,1192,462,730.0,0.6124161073825504
532,lot4_general,1430,625,805.0,0.5629370629370629
532,lot4_premium,352,41,311.0,0.8835227272727273
532,lot5,2200,976,1224.0,0.5563636363636364
532,lot6,-1,-1,-1.0,-1.0
533,lot2_general,1219,586,633.0,0.5192780968006563
533,lot2_premium,324,191,133.0,0.4104938271604938
533,lot3,1192,399,793.0,0.665268456375839
533,lot4_general,1430,617,813.0,0.5685314685314685
533,lot4_premium,352,2,350.0,0.9943181818181818
533,lot5,2200,1120,1080.0,0.4909090909090909
533,lot6,-1,-1,-1.0,-1.0
534,lot2_general,1219,484,735.0,0.6029532403609515
534,lot2_premium,324,178,146.0,0.4506172839506173
534,lot3,1192,478,714.0,0.5989932885906041
534,lot4_general,1430,620,810.0,0.5664335664335665
534,lot4_premium,352,5,347.0,0.9857954545454546
534,lot5,2200,1225,975.0,0.4431818181818182
534,lot6,-1,-1,-1.0,-1.0
535,lot2_general,1219,328,891.0,0.7309269893355209
535,lot2_premium,324,149,175.0,0.5401234567901234
535,lot3,1192,341,851.0,0.7139261744966443
535,lot4_general,1430,509,921.0,0.644055944055944
535,lot4_premium,352,39,313.0,0.8892045454545454
535,lot5,2200,1228,972.0,0.44181818181818183
535,lot6,-1,-1,-1.0,-1.0
536,lot2_general,1219,365,854.0,0.7005742411812962
536,lot2_premium,324,154,170.0,0.5246913580246914
536,lot3,1192,400,792.0,0.6644295302013423
536,lot4_general,1430,534,896.0,0.6265734265734266
536,lot4_premium,352,7,345.0,0.9801136363636364
536,lot5,2200,1098,1102.0,0.5009090909090909
536,lot6,-1,-1,-1.0,-1.0
537,lot2_general,1219,307,912.0,0.7481542247744053
537,lot2_premium,324,157,167.0,0.5154320987654321
537,lot3,1192,410,782.0,0.6560402684563759
537,lot4_general,1430,542,888.0,0.620979020979021
537,lot4_premium,352,5,347.0,0.9857954545454546
537,lot5,2200,947,1253.0,0.5695454545454546
537,lot6,-1,-1,-1.0,-1.0
538,lot2_general,1219,277,942.0,0.7727645611156686
538,lot2_premium,324,137,187.0,0.5771604938271605
538,lot3,1192,407,785.0,0.6585570469798657
538,lot4_general,1430,534,896.0,0.6265734265734266
538,lot4_premium,352,2,350.0,0.9943181818181818
538,lot5,2200,889,1311.0,0.5959090909090909
538,lot6,-1,-1,-1.0,-1.0
539,lot2_general,1219,302,917.0,0.7522559474979491
539,lot2_premium,324,179,145.0,0.44753086419753085
539,lot3,1192,377,815.0,0.6837248322147651
539,lot4_general,1430,504,926.0,0.6475524475524476
539,lot4_premium,352,32,320.0,0.9090909090909091
539,lot5,2200,888,1312.0,0.5963636363636363
539,lot6,-1,-1,-1.0,-1.0
540,lot2_general,1219,519,700.0,0.5742411812961444
540,lot2_premium,324,205,119.0,0.36728395061728397
540,lot3,1192,357,835.0,0.700503355704698
540,lot4_general,1430,638,792.0,0.5538461538461539
540,lot4_premium,352,33,319.0,0.90625
540,lot5,2200,1200,1000.0,0.45454545454545453
540,lot6,-1,-1,-1.0,-1.0
541,lot2_general,1219,838,381.0,0.3125512715340443
541,lot2_premium,324,159,165.0,0.5092592592592593
541,lot3,1192,485,707.0,0.5931208053691275
541,lot4_general,1430,760,670.0,0.46853146853146854
541,lot4_premium,352,24,328.0,0.9318181818181818
541,lot5,2200,1270,930.0,0.42272727272727273
541,lot6,-1,-1,-1.0,-1.0
542,lot2_general,1219,699,520.0,0.4265791632485644
542,lot2_premium,324,136,188.0,0.5802469135802469
542,lot3,1192,474,718.0,0.6023489932885906
542,lot4_general,1430,677,753.0,0.5265734265734265
542,lot4_premium,352,11,341.0,0.96875
542,lot5,2200,1166,1034.0,0.47
542,lot6,-1,-1,-1.0,-1.0
543,lot2_general,1219,717,502.0,0.4118129614438064
543,lot2_premium,324,149,175.0,0.5401234567901234
543,lot3,1192,479,713.0,0.5981543624161074
543,lot4_general,1430,544,886.0,0.6195804195804195
543,lot4_premium,352,10,342.0,0.9715909090909091
543,lot5,2200,1132,1068.0,0.48545454545454547
543,lot6,-1,-1,-1.0,-1.0
544,lot2_general,1219,330,889.0,0.7292863002461034
544,lot2_premium,324,189,135.0,0.4166666666666667
544,lot3,1192,389,803.0,0.6736577181208053
544,lot4_general,1430,510,920.0,0.6433566433566433
544,lot4_premium,352,14,338.0,0.9602272727272727
544,lot5,2200,811,1389.0,0.6313636363636363
544,lot6,-1,-1,-1.0,-1.0
545,lot2_general,1219,367,852.0,0.6989335520918786
545,lot2_premium,324,198,126.0,0.3888888888888889
545,lot3,1192,412,780.0,0.6543624161073825
545,lot4_general,1430,395,1035.0,0.7237762237762237
545,lot4_premium,352,22,330.0,0.9375
545,lot5,2200,991,1209.0,0.5495454545454546
545,lot6,-1,-1,-1.0,-1.0
546,lot2_general,1219,458,761.0,0.6242821985233798
546,lot2_premium,324,215,109.0,0.33641975308641975
546,lot3,1192,497,695.0,0.5830536912751678
546,lot4_general,1430,722,708.0,0.4951048951048951
546,lot4_premium,352,81,271.0,0.7698863636363636
546,lot5,2200,1025,1175.0,0.5340909090909091
546,lot6,-1,-1,-1.0,-1.0
547,lot2_general,1219,604,615.0,0.5045118949958983
547,lot2_premium,324,209,115.0,0.3549382716049383
547,lot3,1192,474,718.0,0.6023489932885906
547,lot4_general,1430,765,665.0,0.46503496503496505
547,lot4_premium,352,42,310.0,0.8806818181818182
547,lot5,2200,1290,910.0,0.41363636363636364
547,lot6,-1,-1,-1.0,-1.0
548,lot2_general,1219,552,667.0,0.5471698113207547
548,lot2_premium,324,177,147.0,0.4537037037037037
548,lot3,1192,516,676.0,0.5671140939597316
548,lot4_general,1430,457,973.0,0.6804195804195804
548,lot4_premium,352,6,346.0,0.9829545454545454
548,lot5,2200,1313,887.0,0.4031818181818182
548,lot6,-1,-1,-1.0,-1.0
549,lot2_general,1219,588,631.0,0.5176374077112387
549,lot2_premium,324,191,133.0,0.4104938271604938
549,lot3,1192,463,729.0,0.6115771812080537
549,lot4_general,1430,335,1095.0,0.7657342657342657
549,lot4_premium,352,18,334.0,0.9488636363636364
549,lot5,2200,1230,970.0,0.4409090909090909
549,lot6,-1,-1,-1.0,-1.0
550,lot2_general,1219,467,752.0,0.6168990976210008
550,lot2_premium,324,177,147.0,0.4537037037037037
550,lot3,1192,438,754.0,0.6325503355704698
550,lot4_general,1430,340,1090.0,0.7622377622377622
550,lot4_premium,352,6,346.0,0.9829545454545454
550,lot5,2200,1116,1084.0,0.49272727272727274
550,lot6,-1,-1,-1.0,-1.0
551,lot2_general,1219,408,811.0,0.6652994257588187
551,lot2_premium,324,162,162.0,0.5
551,lot3,1192,386,806.0,0.6761744966442953
551,lot4_general,1430,367,1063.0,0.7433566433566433
551,lot4_premium,352,25,327.0,0.9289772727272727
551,lot5,2200,900,1300.0,0.5909090909090909
551,lot6,-1,-1,-1.0,-1.0
552,lot2_general,1219,362,857.0,0.7030352748154225
552,lot2_premium,324,178,146.0,0.4506172839506173
552,lot3,1192,307,885.0,0.7424496644295302
552,lot4_general,1430,526,904.0,0.6321678321678321
552,lot4_premium,352,19,333.0,0.9460227272727273
552,lot5,2200,843,1357.0,0.6168181818181818
552,lot6,-1,-1,-1.0,-1.0
553,lot2_general,1219,454,765.0,0.627563576702215
553,lot2_premium,324,181,143.0,0.44135802469135804
553,lot3,1192,429,763.0,0.6401006711409396
553,lot4_general,1430,528,902.0,0.6307692307692307
553,lot4_premium,352,11,341.0,0.96875
553,lot5,2200,1017,1183.0,0.5377272727272727
553,lot6,-1,-1,-1.0,-1.0
554,lot2_general,1219,571,648.0,0.5315832649712879
554,lot2_premium,324,169,155.0,0.4783950617283951
554,lot3,1192,538,654.0,0.5486577181208053
554,lot4_general,1430,566,864.0,0.6041958041958042
554,lot4_premium,352,26,326.0,0.9261363636363636
554,lot5,2200,1230,970.0,0.4409090909090909
554,lot6,-1,-1,-1.0,-1.0
555,lot2_general,1219,582,637.0,0.5225594749794914
555,lot2_premium,324,175,149.0,0.45987654320987653
555,lot3,1192,385,807.0,0.677013422818792
555,lot4_general,1430,434,996.0,0.6965034965034965
555,lot4_premium,352,32,320.0,0.9090909090909091
555,lot5,2200,1263,937.0,0.4259090909090909
555,lot6,-1,-1,-1.0,-1.0
556,lot2_general,1219,576,643.0,0.527481542247744
556,lot2_premium,324,164,160.0,0.49382716049382713
556,lot3,1192,492,700.0,0.587248322147651
556,lot4_general,1430,330,1100.0,0.7692307692307693
556,lot4_premium,352,28,324.0,0.9204545454545454
556,lot5,2200,1168,1032.0,0.4690909090909091
556,lot6,-1,-1,-1.0,-1.0
557,lot2_general,1219,456,763.0,0.6259228876127974
557,lot2_premium,324,147,177.0,0.5462962962962963
557,lot3,1192,390,802.0,0.6728187919463087
557,lot4_general,1430,337,1093.0,0.7643356643356644
557,lot4_premium,352,22,330.0,0.9375
557,lot5,2200,949,1251.0,0.5686363636363636
557,lot6,-1,-1,-1.0,-1.0
558,lot2_general,1219,365,854.0,0.7005742411812962
558,lot2_premium,324,132,192.0,0.5925925925925926
558,lot3,1192,369,823.0,0.6904362416107382
558,lot4_general,1430,397,1033.0,0.7223776223776224
558,lot4_premium,352,29,323.0,0.9176136363636364
558,lot5,2200,879,1321.0,0.6004545454545455
558,lot6,-1,-1,-1.0,-1.0
559,lot2_general,1219,287,932.0,0.7645611156685808
559,lot2_premium,324,138,186.0,0.5740740740740741
559,lot3,1192,382,810.0,0.6795302013422819
559,lot4_general,1430,495,935.0,0.6538461538461539
559,lot4_premium,352,26,326.0,0.9261363636363636
559,lot5,2200,984,1216.0,0.5527272727272727
559,lot6,-1,-1,-1.0,-1.0
560,lot2_general,1219,475,744.0,0.6103363412633306
560,lot2_premium,324,174,150.0,0.46296296296296297
560,lot3,1192,452,740.0,0.6208053691275168
560,lot4_general,1430,520,910.0,0.6363636363636364
560,lot4_premium,352,32,320.0,0.9090909090909091
560,lot5,2200,1014,1186.0,0.5390909090909091
560,lot6,-1,-1,-1.0,-1.0
561,lot2_general,1219,578,641.0,0.5258408531583265
561,lot2_premium,324,177,147.0,0.4537037037037037
561,lot3,1192,523,669.0,0.5612416107382551
561,lot4_general,1430,487,943.0,0.6594405594405595
561,lot4_premium,352,33,319.0,0.90625
561,lot5,2200,1179,1021.0,0.4640909090909091
561,lot6,-1,-1,-1.0,-1.0
562,lot2_general,1219,609,610.0,0.5004101722723544
562,lot2_premium,324,165,159.0,0.49074074074074076
562,lot3,1192,528,664.0,0.5570469798657718
562,lot4_general,1430,326,1104.0,0.772027972027972
562,lot4_premium,352,35,317.0,0.9005681818181818
562,lot5,2200,1241,959.0,0.4359090909090909
562,lot6,-1,-1,-1.0,-1.0
563,lot2_general,1219,630,589.0,0.4831829368334701
563,lot2_premium,324,162,162.0,0.5
563,lot3,1192,565,627.0,0.5260067114093959
563,lot4_general,1430,256,1174.0,0.820979020979021
563,lot4_premium,352,34,318.0,0.9034090909090909
563,lot5,2200,1226,974.0,0.44272727272727275
563,lot6,-1,-1,-1.0,-1.0
564,lot2_general,1219,605,614.0,0.5036915504511895
564,lot2_premium,324,147,177.0,0.5462962962962963
564,lot3,1192,445,747.0,0.6266778523489933
564,lot4_general,1430,338,1092.0,0.7636363636363637
564,lot4_premium,352,17,335.0,0.9517045454545454
564,lot5,2200,1156,1044.0,0.47454545454545455
564,lot6,-1,-1,-1.0,-1.0
565,lot2_general,1219,531,688.0,0.5643970467596391
565,lot2_premium,324,152,172.0,0.5308641975308642
565,lot3,1192,423,769.0,0.6451342281879194
565,lot4_general,1430,353,1077.0,0.7531468531468531
565,lot4_premium,352,22,330.0,0.9375
565,lot5,2200,1046,1154.0,0.5245454545454545
565,lot6,-1,-1,-1.0,-1.0
566,lot2_general,1219,429,790.0,0.6480721903199343
566,lot2_premium,324,157,167.0,0.5154320987654321
566,lot3,1192,391,801.0,0.6719798657718121
566,lot4_general,1430,487,943.0,0.6594405594405595
566,lot4_premium,352,19,333.0,0.9460227272727273
566,lot5,2200,995,1205.0,0.5477272727272727
566,lot6,-1,-1,-1.0,-1.0
567,lot2_general,1219,321,898.0,0.7366694011484823
567,lot2_premium,324,189,135.0,0.4166666666666667
567,lot3,1192,376,816.0,0.6845637583892618
567,lot4_general,1430,617,813.0,0.5685314685314685
567,lot4_premium,352,9,343.0,0.9744318181818182
567,lot5,2200,890,1310.0,0.5954545454545455
567,lot6,-1,-1,-1.0,-1.0
568,lot2_general,1219,414,805.0,0.660377358490566
568,lot2_premium,324,218,106.0,0.3271604938271605
568,lot3,1192,490,702.0,0.5889261744966443
568,lot4_general,1430,813,617.0,0.4314685314685315
568,lot4_premium,352,65,287.0,0.8153409090909091
568,lot5,2200,1023,1177.0,0.535
568,lot6,-1,-1,-1.0,-1.0
569,lot2_general,1219,279,940.0,0.771123872026251
569,lot2_premium,324,206,118.0,0.36419753086419754
569,lot3,1192,470,722.0,0.6057046979865772
569,lot4_general,1430,775,655.0,0.458041958041958
569,lot4_premium,352,49,303.0,0.8607954545454546
569,lot5,2200,900,1300.0,0.5909090909090909
569,lot6,-1,-1,-1.0,-1.0
570,lot2_general,1219,116,1103.0,0.9048400328137818
570,lot2_premium,324,206,118.0,0.36419753086419754
570,lot3,1192,480,712.0,0.5973154362416108
570,lot4_general,1430,603,827.0,0.5783216783216784
570,lot4_premium,352,15,337.0,0.9573863636363636
570,lot5,2200,705,1495.0,0.6795454545454546
570,lot6,-1,-1,-1.0,-1.0
571,lot2_general,1219,26,1193.0,0.9786710418375718
571,lot2_premium,324,165,159.0,0.49074074074074076
571,lot3,1192,311,881.0,0.7390939597315436
571,lot4_general,1430,628,802.0,0.5608391608391609
571,lot4_premium,352,15,337.0,0.9573863636363636
571,lot5,2200,562,1638.0,0.7445454545454545
571,lot6,-1,-1,-1.0,-1.0
572,lot2_general,1219,17,1202.0,0.9860541427399507
572,lot2_premium,324,127,197.0,0.6080246913580247
572,lot3,1192,323,869.0,0.7290268456375839
572,lot4_general,1430,543,887.0,0.6202797202797202
572,lot4_premium,352,23,329.0,0.9346590909090909
572,lot5,2200,637,1563.0,0.7104545454545454
572,lot6,-1,-1,-1.0,-1.0
573,lot2_general,1219,167,1052.0,0.8630024610336341
573,lot2_premium,324,149,175.0,0.5401234567901234
573,lot3,1192,474,718.0,0.6023489932885906
573,lot4_general,1430,674,756.0,0.5286713286713287
573,lot4_premium,352,63,289.0,0.8210227272727273
573,lot5,2200,818,1382.0,0.6281818181818182
573,lot6,-1,-1,-1.0,-1.0
574,lot2_general,1219,513,706.0,0.579163248564397
574,lot2_premium,324,184,140.0,0.43209876543209874
574,lot3,1192,638,554.0,0.46476510067114096
574,lot4_general,1430,877,553.0,0.3867132867132867
574,lot4_premium,352,109,243.0,0.6903409090909091
574,lot5,2200,1160,1040.0,0.4727272727272727
574,lot6,-1,-1,-1.0,-1.0
575,lot2_general,1219,690,529.0,0.4339622641509434
575,lot2_premium,324,205,119.0,0.36728395061728397
575,lot3,1192,664,528.0,0.4429530201342282
575,lot4_general,1430,810,620.0,0.43356643356643354
575,lot4_premium,352,38,314.0,0.8920454545454546
575,lot5,2200,1325,875.0,0.3977272727272727
575,lot6,-1,-1,-1.0,-1.0
576,lot2_general,1219,802,417.0,0.3420836751435603
576,lot2_premium,324,191,133.0,0.4104938271604938
576,lot3,1192,733,459.0,0.3850671140939597
576,lot4_general,1430,660,770.0,0.5384615384615384
576,lot4_premium,352,15,337.0,0.9573863636363636
576,lot5,2200,1416,784.0,0.3563636363636364
576,lot6,-1,-1,-1.0,-1.0
577,lot2_general,1219,806,413.0,0.3388022969647252
577,lot2_premium,324,179,145.0,0.44753086419753085
577,lot3,1192,734,458.0,0.38422818791946306
577,lot4_general,1430,566,864.0,0.6041958041958042
577,lot4_premium,352,29,323.0,0.9176136363636364
577,lot5,2200,1434,766.0,0.3481818181818182
577,lot6,-1,-1,-1.0,-1.0
578,lot2_general,1219,673,546.0,0.4479081214109926
578,lot2_premium,324,183,141.0,0.4351851851851852
578,lot3,1192,676,516.0,0.43288590604026844
578,lot4_general,1430,554,876.0,0.6125874125874126
578,lot4_premium,352,44,308.0,0.875
578,lot5,2200,1333,867.0,0.3940909090909091
578,lot6,-1,-1,-1.0,-1.0
579,lot2_general,1219,523,696.0,0.5709598031173093
579,lot2_premium,324,163,161.0,0.49691358024691357
579,lot3,1192,572,620.0,0.5201342281879194
579,lot4_general,1430,609,821.0,0.5741258741258741
579,lot4_premium,352,35,317.0,0.9005681818181818
579,lot5,2200,1198,1002.0,0.45545454545454545
579,lot6,-1,-1,-1.0,-1.0
580,lot2_general,1219,557,662.0,0.5430680885972108
580,lot2_premium,324,158,166.0,0.5123456790123457
580,lot3,1192,598,594.0,0.4983221476510067
580,lot4_general,1430,771,659.0,0.4608391608391608
580,lot4_premium,352,28,324.0,0.9204545454545454
580,lot5,2200,1139,1061.0,0.4822727272727273
580,lot6,-1,-1,-1.0,-1.0
581,lot2_general,1219,528,691.0,0.5668580803937654
581,lot2_premium,324,166,158.0,0.4876543209876543
581,lot3,1192,641,551.0,0.462248322147651
581,lot4_general,1430,634,796.0,0.5566433566433566
581,lot4_premium,352,37,315.0,0.8948863636363636
581,lot5,2200,1125,1075.0,0.48863636363636365
581,lot6,-1,-1,-1.0,-1.0
582,lot2_general,1219,551,668.0,0.5479901558654635
582,lot2_premium,324,151,173.0,0.5339506172839507
582,lot3,1192,666,526.0,0.4412751677852349
582,lot4_general,1430,621,809.0,0.5657342657342658
582,lot4_premium,352,33,319.0,0.90625
582,lot5,2200,1275,925.0,0.42045454545454547
582,lot6,-1,-1,-1.0,-1.0
583,lot2_general,1219,643,576.0,0.4725184577522559
583,lot2_premium,324,159,165.0,0.5092592592592593
583,lot3,1192,705,487.0,0.4085570469798658
583,lot4_general,1430,342,1088.0,0.7608391608391608
583,lot4_premium,352,20,332.0,0.9431818181818182
583,lot5,2200,1345,855.0,0.3886363636363636
583,lot6,-1,-1,-1.0,-1.0
584,lot2_general,1219,650,569.0,0.4667760459392945
584,lot2_premium,324,159,165.0,0.5092592592592593
584,lot3,1192,753,439.0,0.36828859060402686
584,lot4_general,1430,322,1108.0,0.7748251748251749
584,lot4_premium,352,35,317.0,0.9005681818181818
584,lot5,2200,1365,835.0,0.3795454545454545
584,lot6,-1,-1,-1.0,-1.0
585,lot2_general,1219,579,640.0,0.5250205086136177
585,lot2_premium,324,156,168.0,0.5185185185185185
585,lot3,1192,685,507.0,0.42533557046979864
585,lot4_general,1430,471,959.0,0.6706293706293707
585,lot4_premium,352,26,326.0,0.9261363636363636
585,lot5,2200,1238,962.0,0.43727272727272726
585,lot6,-1,-1,-1.0,-1.0
586,lot2_general,1219,540,679.0,0.55701394585726
