Day,lotType,lotSpaces,lotVacancy,lotOccupied,percentCapacity
586,lot2_premium,324,186,138.0,0.42592592592592593
586,lot3,1192,636,556.0,0.4664429530201342
586,lot4_general,1430,467,963.0,0.6734265734265734
586,lot4_premium,352,32,320.0,0.9090909090909091
586,lot5,2200,1120,1080.0,0.4909090909090909
586,lot6,-1,-1,-1.0,-1.0
587,lot2_general,1219,532,687.0,0.5635767022149303
587,lot2_premium,324,192,132.0,0.4074074074074074
587,lot3,1192,642,550.0,0.46140939597315433
587,lot4_general,1430,662,768.0,0.5370629370629371
587,lot4_premium,352,45,307.0,0.8721590909090909
587,lot5,2200,1126,1074.0,0.48818181818181816
587,lot6,-1,-1,-1.0,-1.0
588,lot2_general,1219,639,580.0,0.47579983593109104
588,lot2_premium,324,199,125.0,0.38580246913580246
588,lot3,1192,597,595.0,0.49916107382550334
588,lot4_general,1430,678,752.0,0.5258741258741259
588,lot4_premium,352,38,314.0,0.8920454545454546
588,lot5,2200,1187,1013.0,0.46045454545454545
588,lot6,-1,-1,-1.0,-1.0
589,lot2_general,1219,745,474.0,0.3888433141919606
589,lot2_premium,324,202,122.0,0.3765432098765432
589,lot3,1192,731,461.0,0.38674496644295303
589,lot4_general,1430,685,745.0,0.5209790209790209
589,lot4_premium,352,16,336.0,0.9545454545454546
589,lot5,2200,1388,812.0,0.3690909090909091
589,lot6,-1,-1,-1.0,-1.0
590,lot2_general,1219,766,453.0,0.3716160787530763
590,lot2_premium,324,182,142.0,0.4382716049382716
590,lot3,1192,776,416.0,0.348993288590604
590,lot4_general,1430,473,957.0,0.6692307692307692
590,lot4_premium,352,5,347.0,0.9857954545454546
590,lot5,2200,1317,883.0,0.40136363636363637
590,lot6,-1,-1,-1.0,-1.0
591,lot2_general,1219,788,431.0,0.3535684987694832
591,lot2_premium,324,187,137.0,0.4228395061728395
591,lot3,1192,783,409.0,0.34312080536912754
591,lot4_general,1430,369,1061.0,0.7419580419580419
591,lot4_premium,352,-22,374.0,1.0625
591,lot5,2200,1373,827.0,0.3759090909090909
591,lot6,-1,-1,-1.0,-1.0
592,lot2_general,1219,779,440.0,0.3609515996718622
592,lot2_premium,324,162,162.0,0.5
592,lot3,1192,798,394.0,0.33053691275167785
592,lot4_general,1430,536,894.0,0.6251748251748251
592,lot4_premium,352,59,293.0,0.8323863636363636
592,lot5,2200,1422,778.0,0.35363636363636364
592,lot6,-1,-1,-1.0,-1.0
593,lot2_general,1219,748,471.0,0.3863822805578343
593,lot2_premium,324,193,131.0,0.404320987654321
593,lot3,1192,776,416.0,0.348993288590604
593,lot4_general,1430,879,551.0,0.3853146853146853
593,lot4_premium,352,111,241.0,0.6846590909090909
593,lot5,2200,1344,856.0,0.3890909090909091
593,lot6,-1,-1,-1.0,-1.0
594,lot2_general,1219,676,543.0,0.44544708777686626
594,lot2_premium,324,194,130.0,0.4012345679012346
594,lot3,1192,732,460.0,0.3859060402684564
594,lot4_general,1430,880,550.0,0.38461538461538464
594,lot4_premium,352,24,328.0,0.9318181818181818
594,lot5,2200,1252,948.0,0.4309090909090909
594,lot6,-1,-1,-1.0,-1.0
595,lot2_general,1219,622,597.0,0.48974569319114025
595,lot2_premium,324,203,121.0,0.3734567901234568
595,lot3,1192,735,457.0,0.38338926174496646
595,lot4_general,1430,876,554.0,0.38741258741258744
595,lot4_premium,352,56,296.0,0.8409090909090909
595,lot5,2200,1175,1025.0,0.4659090909090909
595,lot6,-1,-1,-1.0,-1.0
596,lot2_general,1219,632,587.0,0.4815422477440525
596,lot2_premium,324,210,114.0,0.35185185185185186
596,lot3,1192,736,456.0,0.3825503355704698
596,lot4_general,1430,898,532.0,0.37202797202797205
596,lot4_premium,352,75,277.0,0.7869318181818182
596,lot5,2200,1242,958.0,0.4354545454545454
596,lot6,-1,-1,-1.0,-1.0
597,lot2_general,1219,678,541.0,0.44380639868744876
597,lot2_premium,324,229,95.0,0.2932098765432099
597,lot3,1192,720,472.0,0.3959731543624161
597,lot4_general,1430,955,475.0,0.3321678321678322
597,lot4_premium,352,107,245.0,0.6960227272727273
597,lot5,2200,1270,930.0,0.42272727272727273
597,lot6,-1,-1,-1.0,-1.0
598,lot2_general,1219,513,706.0,0.579163248564397
598,lot2_premium,324,222,102.0,0.3148148148148148
598,lot3,1192,700,492.0,0.412751677852349
598,lot4_general,1430,917,513.0,0.35874125874125873
598,lot4_premium,352,97,255.0,0.7244318181818182
598,lot5,2200,1160,1040.0,0.4727272727272727
598,lot6,-1,-1,-1.0,-1.0
599,lot2_general,1219,260,959.0,0.7867104183757178
599,lot2_premium,324,217,107.0,0.33024691358024694
599,lot3,1192,583,609.0,0.5109060402684564
599,lot4_general,1430,839,591.0,0.4132867132867133
599,lot4_premium,352,63,289.0,0.8210227272727273
599,lot5,2200,870,1330.0,0.6045454545454545
599,lot6,-1,-1,-1.0,-1.0
600,lot2_general,1219,167,1052.0,0.8630024610336341
600,lot2_premium,324,154,170.0,0.5246913580246914
600,lot3,1192,491,701.0,0.5880872483221476
600,lot4_general,1430,788,642.0,0.4489510489510489
600,lot4_premium,352,12,340.0,0.9659090909090909
600,lot5,2200,732,1468.0,0.6672727272727272
600,lot6,-1,-1,-1.0,-1.0
601,lot2_general,1219,51,1168.0,0.9581624282198523
601,lot2_premium,324,190,134.0,0.41358024691358025
601,lot3,1192,459,733.0,0.6149328859060402
601,lot4_general,1430,725,705.0,0.493006993006993
601,lot4_premium,352,12,340.0,0.9659090909090909
601,lot5,2200,646,1554.0,0.7063636363636364
601,lot6,-1,-1,-1.0,-1.0
602,lot2_general,1219,51,1168.0,0.9581624282198523
602,lot2_premium,324,196,128.0,0.3950617283950617
602,lot3,1192,395,797.0,0.6686241610738255
602,lot4_general,1430,666,764.0,0.5342657342657343
602,lot4_premium,352,47,305.0,0.8664772727272727
602,lot5,2200,570,1630.0,0.740909090909091
602,lot6,-1,-1,-1.0,-1.0
603,lot2_general,1219,218,1001.0,0.8211648892534865
603,lot2_premium,324,199,125.0,0.38580246913580246
603,lot3,1192,506,686.0,0.575503355704698
603,lot4_general,1430,767,663.0,0.4636363636363636
603,lot4_premium,352,79,273.0,0.7755681818181818
603,lot5,2200,739,1461.0,0.6640909090909091
603,lot6,-1,-1,-1.0,-1.0
604,lot2_general,1219,357,862.0,0.7071369975389664
604,lot2_premium,324,191,133.0,0.4104938271604938
604,lot3,1192,473,719.0,0.6031879194630873
604,lot4_general,1430,821,609.0,0.4258741258741259
604,lot4_premium,352,84,268.0,0.7613636363636364
604,lot5,2200,832,1368.0,0.6218181818181818
604,lot6,-1,-1,-1.0,-1.0
605,lot2_general,1219,523,696.0,0.5709598031173093
605,lot2_premium,324,217,107.0,0.33024691358024694
605,lot3,1192,518,674.0,0.5654362416107382
605,lot4_general,1430,883,547.0,0.3825174825174825
605,lot4_premium,352,112,240.0,0.6818181818181818
605,lot5,2200,998,1202.0,0.5463636363636364
605,lot6,-1,-1,-1.0,-1.0
606,lot2_general,1219,536,683.0,0.5602953240360952
606,lot2_premium,324,225,99.0,0.3055555555555556
606,lot3,1192,484,708.0,0.5939597315436241
606,lot4_general,1430,893,537.0,0.37552447552447554
606,lot4_premium,352,105,247.0,0.7017045454545454
606,lot5,2200,1007,1193.0,0.5422727272727272
606,lot6,-1,-1,-1.0,-1.0
607,lot2_general,1219,506,713.0,0.5849056603773585
607,lot2_premium,324,246,78.0,0.24074074074074073
607,lot3,1192,546,646.0,0.5419463087248322
607,lot4_general,1430,930,500.0,0.34965034965034963
607,lot4_premium,352,106,246.0,0.6988636363636364
607,lot5,2200,1062,1138.0,0.5172727272727272
607,lot6,-1,-1,-1.0,-1.0
608,lot2_general,1219,658,561.0,0.4602132895816243
608,lot2_premium,324,246,78.0,0.24074074074074073
608,lot3,1192,529,663.0,0.5562080536912751
608,lot4_general,1430,970,460.0,0.32167832167832167
608,lot4_premium,352,97,255.0,0.7244318181818182
608,lot5,2200,1202,998.0,0.4536363636363636
608,lot6,-1,-1,-1.0,-1.0
609,lot2_general,1219,748,471.0,0.3863822805578343
609,lot2_premium,324,235,89.0,0.27469135802469136
609,lot3,1192,579,613.0,0.514261744966443
609,lot4_general,1430,990,440.0,0.3076923076923077
609,lot4_premium,352,87,265.0,0.7528409090909091
609,lot5,2200,1229,971.0,0.44136363636363635
609,lot6,-1,-1,-1.0,-1.0
610,lot2_general,1219,879,340.0,0.27891714520098443
610,lot2_premium,324,228,96.0,0.2962962962962963
610,lot3,1192,652,540.0,0.45302013422818793
610,lot4_general,1430,1061,369.0,0.25804195804195806
610,lot4_premium,352,135,217.0,0.6164772727272727
610,lot5,2200,1105,1095.0,0.49772727272727274
610,lot6,-1,-1,-1.0,-1.0
611,lot2_general,1219,923,296.0,0.2428219852337982
611,lot2_premium,324,213,111.0,0.3425925925925926
611,lot3,1192,781,411.0,0.3447986577181208
611,lot4_general,1430,1055,375.0,0.26223776223776224
611,lot4_premium,352,111,241.0,0.6846590909090909
611,lot5,2200,1537,663.0,0.3013636363636364
611,lot6,-1,-1,-1.0,-1.0
612,lot2_general,1219,932,287.0,0.23543888433141918
612,lot2_premium,324,221,103.0,0.31790123456790126
612,lot3,1192,677,515.0,0.4320469798657718
612,lot4_general,1430,1035,395.0,0.2762237762237762
612,lot4_premium,352,97,255.0,0.7244318181818182
612,lot5,2200,1550,650.0,0.29545454545454547
612,lot6,-1,-1,-1.0,-1.0
613,lot2_general,1219,859,360.0,0.29532403609515995
613,lot2_premium,324,217,107.0,0.33024691358024694
613,lot3,1192,587,605.0,0.5075503355704698
613,lot4_general,1430,1006,424.0,0.2965034965034965
613,lot4_premium,352,63,289.0,0.8210227272727273
613,lot5,2200,1494,706.0,0.3209090909090909
613,lot6,-1,-1,-1.0,-1.0
614,lot2_general,1219,873,346.0,0.2838392124692371
614,lot2_premium,324,211,113.0,0.3487654320987654
614,lot3,1192,583,609.0,0.5109060402684564
614,lot4_general,1430,1053,377.0,0.2636363636363636
614,lot4_premium,352,68,284.0,0.8068181818181818
614,lot5,2200,1437,763.0,0.3468181818181818
614,lot6,-1,-1,-1.0,-1.0
615,lot2_general,1219,836,383.0,0.31419196062346183
615,lot2_premium,324,222,102.0,0.3148148148148148
615,lot3,1192,590,602.0,0.5050335570469798
615,lot4_general,1430,1086,344.0,0.24055944055944056
615,lot4_premium,352,67,285.0,0.8096590909090909
615,lot5,2200,1438,762.0,0.3463636363636364
615,lot6,-1,-1,-1.0,-1.0
616,lot2_general,1219,884,335.0,0.2748154224774405
616,lot2_premium,324,204,120.0,0.37037037037037035
616,lot3,1192,610,582.0,0.48825503355704697
616,lot4_general,1430,1106,324.0,0.22657342657342658
616,lot4_premium,352,81,271.0,0.7698863636363636
616,lot5,2200,1501,699.0,0.31772727272727275
616,lot6,-1,-1,-1.0,-1.0
617,lot2_general,1219,914,305.0,0.2502050861361772
617,lot2_premium,324,228,96.0,0.2962962962962963
617,lot3,1192,676,516.0,0.43288590604026844
617,lot4_general,1430,991,439.0,0.30699300699300697
617,lot4_premium,352,36,316.0,0.8977272727272727
617,lot5,2200,1524,676.0,0.30727272727272725
617,lot6,-1,-1,-1.0,-1.0
618,lot2_general,1219,903,316.0,0.25922887612797374
618,lot2_premium,324,195,129.0,0.39814814814814814
618,lot3,1192,666,526.0,0.4412751677852349
618,lot4_general,1430,871,559.0,0.39090909090909093
618,lot4_premium,352,60,292.0,0.8295454545454546
618,lot5,2200,1508,692.0,0.3145454545454546
618,lot6,-1,-1,-1.0,-1.0
619,lot2_general,1219,793,426.0,0.3494667760459393
619,lot2_premium,324,226,98.0,0.30246913580246915
619,lot3,1192,756,436.0,0.36577181208053694
619,lot4_general,1430,965,465.0,0.32517482517482516
619,lot4_premium,352,47,305.0,0.8664772727272727
619,lot5,2200,1579,621.0,0.2822727272727273
619,lot6,-1,-1,-1.0,-1.0
620,lot2_general,1219,876,343.0,0.28137817883511074
620,lot2_premium,324,221,103.0,0.31790123456790126
620,lot3,1192,635,557.0,0.4672818791946309
620,lot4_general,1430,967,463.0,0.3237762237762238
620,lot4_premium,352,60,292.0,0.8295454545454546
620,lot5,2200,1488,712.0,0.3236363636363636
620,lot6,-1,-1,-1.0,-1.0
621,lot2_general,1219,835,384.0,0.31501230516817064
621,lot2_premium,324,214,110.0,0.3395061728395062
621,lot3,1192,617,575.0,0.4823825503355705
621,lot4_general,1430,989,441.0,0.3083916083916084
621,lot4_premium,352,49,303.0,0.8607954545454546
621,lot5,2200,1368,832.0,0.3781818181818182
621,lot6,-1,-1,-1.0,-1.0
622,lot2_general,1219,797,422.0,0.34618539786710417
622,lot2_premium,324,229,95.0,0.2932098765432099
622,lot3,1192,488,704.0,0.5906040268456376
622,lot4_general,1430,995,435.0,0.3041958041958042
622,lot4_premium,352,35,317.0,0.9005681818181818
622,lot5,2200,1251,949.0,0.43136363636363634
622,lot6,-1,-1,-1.0,-1.0
623,lot2_general,1219,786,433.0,0.35520918785890077
623,lot2_premium,324,236,88.0,0.2716049382716049
623,lot3,1192,493,699.0,0.5864093959731543
623,lot4_general,1430,989,441.0,0.3083916083916084
623,lot4_premium,352,57,295.0,0.8380681818181818
623,lot5,2200,1267,933.0,0.4240909090909091
623,lot6,-1,-1,-1.0,-1.0
624,lot2_general,1219,864,355.0,0.2912223133716161
624,lot2_premium,324,219,105.0,0.32407407407407407
624,lot3,1192,557,635.0,0.5327181208053692
624,lot4_general,1430,971,459.0,0.320979020979021
624,lot4_premium,352,64,288.0,0.8181818181818182
624,lot5,2200,1411,789.0,0.35863636363636364
624,lot6,-1,-1,-1.0,-1.0
625,lot2_general,1219,892,327.0,0.2682526661197703
625,lot2_premium,324,224,100.0,0.30864197530864196
625,lot3,1192,633,559.0,0.46895973154362414
625,lot4_general,1430,913,517.0,0.36153846153846153
625,lot4_premium,352,33,319.0,0.90625
625,lot5,2200,1555,645.0,0.29318181818181815
625,lot6,-1,-1,-1.0,-1.0
626,lot2_general,1219,859,360.0,0.29532403609515995
626,lot2_premium,324,194,130.0,0.4012345679012346
626,lot3,1192,614,578.0,0.4848993288590604
626,lot4_general,1430,872,558.0,0.3902097902097902
626,lot4_premium,352,27,325.0,0.9232954545454546
626,lot5,2200,1531,669.0,0.3040909090909091
626,lot6,-1,-1,-1.0,-1.0
627,lot2_general,1219,761,458.0,0.3757178014766202
627,lot2_premium,324,209,115.0,0.3549382716049383
627,lot3,1192,503,689.0,0.5780201342281879
627,lot4_general,1430,920,510.0,0.35664335664335667
627,lot4_premium,352,62,290.0,0.8238636363636364
627,lot5,2200,1466,734.0,0.3336363636363636
627,lot6,-1,-1,-1.0,-1.0
628,lot2_general,1219,738,481.0,0.3945857260049221
628,lot2_premium,324,204,120.0,0.37037037037037035
628,lot3,1192,609,583.0,0.4890939597315436
628,lot4_general,1430,932,498.0,0.34825174825174826
628,lot4_premium,352,33,319.0,0.90625
628,lot5,2200,1617,583.0,0.265
628,lot6,-1,-1,-1.0,-1.0
629,lot2_general,1219,756,463.0,0.37981952420016407
629,lot2_premium,324,209,115.0,0.3549382716049383
629,lot3,1192,627,565.0,0.473993288590604
629,lot4_general,1430,964,466.0,0.3258741258741259
629,lot4_premium,352,44,308.0,0.875
629,lot5,2200,1636,564.0,0.25636363636363635
629,lot6,-1,-1,-1.0,-1.0
630,lot2_general,1219,855,364.0,0.29860541427399506
630,lot2_premium,324,231,93.0,0.28703703703703703
630,lot3,1192,555,637.0,0.5343959731543624
630,lot4_general,1430,979,451.0,0.3153846153846154
630,lot4_premium,352,64,288.0,0.8181818181818182
630,lot5,2200,1389,811.0,0.36863636363636365
630,lot6,-1,-1,-1.0,-1.0
631,lot2_general,1219,909,310.0,0.25430680885972107
631,lot2_premium,324,215,109.0,0.33641975308641975
631,lot3,1192,636,556.0,0.4664429530201342
631,lot4_general,1430,922,508.0,0.35524475524475524
631,lot4_premium,352,27,325.0,0.9232954545454546
631,lot5,2200,1494,706.0,0.3209090909090909
631,lot6,-1,-1,-1.0,-1.0
632,lot2_general,1219,897,322.0,0.2641509433962264
632,lot2_premium,324,190,134.0,0.41358024691358025
632,lot3,1192,618,574.0,0.4815436241610738
632,lot4_general,1430,807,623.0,0.43566433566433566
632,lot4_premium,352,25,327.0,0.9289772727272727
632,lot5,2200,1476,724.0,0.3290909090909091
632,lot6,-1,-1,-1.0,-1.0
633,lot2_general,1219,858,361.0,0.29614438063986875
633,lot2_premium,324,198,126.0,0.3888888888888889
633,lot3,1192,596,596.0,0.5
633,lot4_general,1430,778,652.0,0.45594405594405596
633,lot4_premium,352,29,323.0,0.9176136363636364
633,lot5,2200,1467,733.0,0.3331818181818182
633,lot6,-1,-1,-1.0,-1.0
634,lot2_general,1219,844,375.0,0.30762920426579166
634,lot2_premium,324,196,128.0,0.3950617283950617
634,lot3,1192,570,622.0,0.5218120805369127
634,lot4_general,1430,726,704.0,0.49230769230769234
634,lot4_premium,352,24,328.0,0.9318181818181818
634,lot5,2200,1397,803.0,0.365
634,lot6,-1,-1,-1.0,-1.0
635,lot2_general,1219,779,440.0,0.3609515996718622
635,lot2_premium,324,209,115.0,0.3549382716049383
635,lot3,1192,481,711.0,0.5964765100671141
635,lot4_general,1430,784,646.0,0.45174825174825173
635,lot4_premium,352,30,322.0,0.9147727272727273
635,lot5,2200,1336,864.0,0.3927272727272727
635,lot6,-1,-1,-1.0,-1.0
636,lot2_general,1219,801,418.0,0.34290401968826906
636,lot2_premium,324,216,108.0,0.3333333333333333
636,lot3,1192,430,762.0,0.639261744966443
636,lot4_general,1430,879,551.0,0.3853146853146853
636,lot4_premium,352,16,336.0,0.9545454545454546
636,lot5,2200,1339,861.0,0.39136363636363636
636,lot6,-1,-1,-1.0,-1.0
637,lot2_general,1219,808,411.0,0.33716160787530763
637,lot2_premium,324,231,93.0,0.28703703703703703
637,lot3,1192,510,682.0,0.5721476510067114
637,lot4_general,1430,913,517.0,0.36153846153846153
637,lot4_premium,352,75,277.0,0.7869318181818182
637,lot5,2200,1401,799.0,0.36318181818181816
637,lot6,-1,-1,-1.0,-1.0
638,lot2_general,1219,906,313.0,0.25676784249384743
638,lot2_premium,324,223,101.0,0.3117283950617284
638,lot3,1192,567,625.0,0.5243288590604027
638,lot4_general,1430,860,570.0,0.3986013986013986
638,lot4_premium,352,29,323.0,0.9176136363636364
638,lot5,2200,1538,662.0,0.3009090909090909
638,lot6,-1,-1,-1.0,-1.0
639,lot2_general,1219,912,307.0,0.25184577522559476
639,lot2_premium,324,214,110.0,0.3395061728395062
639,lot3,1192,674,518.0,0.43456375838926176
639,lot4_general,1430,782,648.0,0.45314685314685316
639,lot4_premium,352,19,333.0,0.9460227272727273
639,lot5,2200,1584,616.0,0.28
639,lot6,-1,-1,-1.0,-1.0
640,lot2_general,1219,880,339.0,0.2780968006562756
640,lot2_premium,324,208,116.0,0.35802469135802467
640,lot3,1192,574,618.0,0.5184563758389261
640,lot4_general,1430,658,772.0,0.5398601398601398
640,lot4_premium,352,22,330.0,0.9375
640,lot5,2200,1559,641.0,0.2913636363636364
640,lot6,-1,-1,-1.0,-1.0
641,lot2_general,1219,827,392.0,0.32157506152584087
641,lot2_premium,324,218,106.0,0.3271604938271605
641,lot3,1192,511,681.0,0.5713087248322147
641,lot4_general,1430,767,663.0,0.4636363636363636
641,lot4_premium,352,39,313.0,0.8892045454545454
641,lot5,2200,1499,701.0,0.31863636363636366
641,lot6,-1,-1,-1.0,-1.0
642,lot2_general,1219,747,472.0,0.38720262510254305
642,lot2_premium,324,210,114.0,0.35185185185185186
642,lot3,1192,517,675.0,0.5662751677852349
642,lot4_general,1430,812,618.0,0.43216783216783217
642,lot4_premium,352,21,331.0,0.9403409090909091
642,lot5,2200,1401,799.0,0.36318181818181816
642,lot6,-1,-1,-1.0,-1.0
643,lot2_general,1219,733,486.0,0.39868744872846595
643,lot2_premium,324,209,115.0,0.3549382716049383
643,lot3,1192,435,757.0,0.6350671140939598
643,lot4_general,1430,839,591.0,0.4132867132867133
643,lot4_premium,352,32,320.0,0.9090909090909091
643,lot5,2200,1368,832.0,0.3781818181818182
643,lot6,-1,-1,-1.0,-1.0
644,lot2_general,1219,649,570.0,0.46759639048400325
644,lot2_premium,324,174,150.0,0.46296296296296297
644,lot3,1192,488,704.0,0.5906040268456376
644,lot4_general,1430,896,534.0,0.3734265734265734
644,lot4_premium,352,53,299.0,0.8494318181818182
644,lot5,2200,1376,824.0,0.37454545454545457
644,lot6,-1,-1,-1.0,-1.0
645,lot2_general,1219,843,376.0,0.3084495488105004
645,lot2_premium,324,208,116.0,0.35802469135802467
645,lot3,1192,549,643.0,0.5394295302013423
645,lot4_general,1430,757,673.0,0.4706293706293706
645,lot4_premium,352,21,331.0,0.9403409090909091
645,lot5,2200,1447,753.0,0.3422727272727273
645,lot6,-1,-1,-1.0,-1.0
646,lot2_general,1219,864,355.0,0.2912223133716161
646,lot2_premium,324,206,118.0,0.36419753086419754
646,lot3,1192,594,598.0,0.5016778523489933
646,lot4_general,1430,635,795.0,0.5559440559440559
646,lot4_premium,352,20,332.0,0.9431818181818182
646,lot5,2200,1489,711.0,0.3231818181818182
646,lot6,-1,-1,-1.0,-1.0
647,lot2_general,1219,824,395.0,0.3240360951599672
647,lot2_premium,324,207,117.0,0.3611111111111111
647,lot3,1192,533,659.0,0.5528523489932886
647,lot4_general,1430,604,826.0,0.5776223776223777
647,lot4_premium,352,18,334.0,0.9488636363636364
647,lot5,2200,1449,751.0,0.34136363636363637
647,lot6,-1,-1,-1.0,-1.0
648,lot2_general,1219,805,414.0,0.33962264150943394
648,lot2_premium,324,195,129.0,0.39814814814814814
648,lot3,1192,508,684.0,0.5738255033557047
648,lot4_general,1430,612,818.0,0.5720279720279721
648,lot4_premium,352,28,324.0,0.9204545454545454
648,lot5,2200,1327,873.0,0.3968181818181818
648,lot6,-1,-1,-1.0,-1.0
649,lot2_general,1219,708,511.0,0.4191960623461854
649,lot2_premium,324,213,111.0,0.3425925925925926
649,lot3,1192,396,796.0,0.6677852348993288
649,lot4_general,1430,677,753.0,0.5265734265734265
649,lot4_premium,352,24,328.0,0.9318181818181818
649,lot5,2200,1176,1024.0,0.46545454545454545
649,lot6,-1,-1,-1.0,-1.0
650,lot2_general,1219,692,527.0,0.43232157506152585
650,lot2_premium,324,204,120.0,0.37037037037037035
650,lot3,1192,440,752.0,0.6308724832214765
650,lot4_general,1430,832,598.0,0.41818181818181815
