Day,Date,LOT 2 General Spaces,LOT 2 General Vacancies,LOT 2 General Occupied,LOT 2 General % Capacity,LOT 2 Premium Spaces,LOT 2 Premium Vacancies,LOT 2 Premium Occupied,LOT 2 Premium % Capacity,LOT 3 Spaces,LOT 3 Vacancies,LOT 3 Occupied,LOT 3 % Capacity,LOT 4 General Spaces,LOT 4 General Vacancies,LOT 4 General Occupied,LOT 4 General % Capacity,LOT 4 Premium Spaces,LOT 4 Premium Vacancies,LOT 4 Premium Occupied,LOT 4 Premium % Capacity,LOT 5 Spaces,LOT 5 Vacancies,LOT 5 Occupied,LOT 5 % Capacity,LOT 6 Spaces,LOT 6 Vacancies,LOT 6 Occupied,LOT 6 % Capacity,Total CC Revenue,Total Cash Revenue,Total Revenue
Sunday,2021-12-12,1219,639,580.0,0.47579983593109104,324,199,125.0,0.38580246913580246,1192,597,595.0,0.49916107382550334,1430,678,752.0,0.5258741258741259,352,38,314.0,0.8920454545454546,2200.0,1187.0,1013.0,0.46045454545454545,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2021-12-13,1219,745,474.0,0.3888433141919606,324,202,122.0,0.3765432098765432,1192,731,461.0,0.38674496644295303,1430,685,745.0,0.5209790209790209,352,16,336.0,0.9545454545454546,2200.0,1388.0,812.0,0.3690909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2021-12-14,1219,766,453.0,0.3716160787530763,324,182,142.0,0.4382716049382716,1192,776,416.0,0.348993288590604,1430,473,957.0,0.6692307692307692,352,5,347.0,0.9857954545454546,2200.0,1317.0,883.0,0.40136363636363637,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2021-12-15,1219,788,431.0,0.3535684987694832,324,187,137.0,0.4228395061728395,1192,783,409.0,0.34312080536912754,1430,369,1061.0,0.7419580419580419,352,-22,374.0,1.0625,2200.0,1373.0,827.0,0.3759090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2021-12-16,1219,779,440.0,0.3609515996718622,324,162,162.0,0.5,1192,798,394.0,0.33053691275167785,1430,536,894.0,0.6251748251748251,352,59,293.0,0.8323863636363636,2200.0,1422.0,778.0,0.35363636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2021-12-17,1219,748,471.0,0.3863822805578343,324,193,131.0,0.404320987654321,1192,776,416.0,0.348993288590604,1430,879,551.0,0.3853146853146853,352,111,241.0,0.6846590909090909,2200.0,1344.0,856.0,0.3890909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2021-12-18,1219,676,543.0,0.44544708777686626,324,194,130.0,0.4012345679012346,1192,732,460.0,0.3859060402684564,1430,880,550.0,0.38461538461538464,352,24,328.0,0.9318181818181818,2200.0,1252.0,948.0,0.4309090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2021-12-19,1219,622,597.0,0.48974569319114025,324,203,121.0,0.3734567901234568,1192,735,457.0,0.38338926174496646,1430,876,554.0,0.38741258741258744,352,56,296.0,0.8409090909090909,2200.0,1175.0,1025.0,0.4659090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2021-12-20,1219,632,587.0,0.4815422477440525,324,210,114.0,0.35185185185185186,1192,736,456.0,0.3825503355704698,1430,898,532.0,0.37202797202797205,352,75,277.0,0.7869318181818182,2200.0,1242.0,958.0,0.4354545454545454,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2021-12-21,1219,678,541.0,0.44380639868744876,324,229,95.0,0.2932098765432099,1192,720,472.0,0.3959731543624161,1430,955,475.0,0.3321678321678322,352,107,245.0,0.6960227272727273,2200.0,1270.0,930.0,0.42272727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2021-12-22,1219,513,706.0,0.579163248564397,324,222,102.0,0.3148148148148148,1192,700,492.0,0.412751677852349,1430,917,513.0,0.35874125874125873,352,97,255.0,0.7244318181818182,2200.0,1160.0,1040.0,0.4727272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2021-12-23,1219,260,959.0,0.7867104183757178,324,217,107.0,0.33024691358024694,1192,583,609.0,0.5109060402684564,1430,839,591.0,0.4132867132867133,352,63,289.0,0.8210227272727273,2200.0,870.0,1330.0,0.6045454545454545,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2021-12-24,1219,167,1052.0,0.8630024610336341,324,154,170.0,0.5246913580246914,1192,491,701.0,0.5880872483221476,1430,788,642.0,0.4489510489510489,352,12,340.0,0.9659090909090909,2200.0,732.0,1468.0,0.6672727272727272,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2021-12-25,1219,51,1168.0,0.9581624282198523,324,190,134.0,0.41358024691358025,1192,459,733.0,0.6149328859060402,1430,725,705.0,0.493006993006993,352,12,340.0,0.9659090909090909,2200.0,646.0,1554.0,0.7063636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2021-12-26,1219,51,1168.0,0.9581624282198523,324,196,128.0,0.3950617283950617,1192,395,797.0,0.6686241610738255,1430,666,764.0,0.5342657342657343,352,47,305.0,0.8664772727272727,2200.0,570.0,1630.0,0.740909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2021-12-27,1219,218,1001.0,0.8211648892534865,324,199,125.0,0.38580246913580246,1192,506,686.0,0.575503355704698,1430,767,663.0,0.4636363636363636,352,79,273.0,0.7755681818181818,2200.0,739.0,1461.0,0.6640909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2021-12-28,1219,357,862.0,0.7071369975389664,324,191,133.0,0.4104938271604938,1192,473,719.0,0.6031879194630873,1430,821,609.0,0.4258741258741259,352,84,268.0,0.7613636363636364,2200.0,832.0,1368.0,0.6218181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2021-12-29,1219,523,696.0,0.5709598031173093,324,217,107.0,0.33024691358024694,1192,518,674.0,0.5654362416107382,1430,883,547.0,0.3825174825174825,352,112,240.0,0.6818181818181818,2200.0,998.0,1202.0,0.5463636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2021-12-30,1219,536,683.0,0.5602953240360952,324,225,99.0,0.3055555555555556,1192,484,708.0,0.5939597315436241,1430,893,537.0,0.37552447552447554,352,105,247.0,0.7017045454545454,2200.0,1007.0,1193.0,0.5422727272727272,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2021-12-31,1219,506,713.0,0.5849056603773585,324,246,78.0,0.24074074074074073,1192,546,646.0,0.5419463087248322,1430,930,500.0,0.34965034965034963,352,106,246.0,0.6988636363636364,2200.0,1062.0,1138.0,0.5172727272727272,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-01-01,1219,658,561.0,0.4602132895816243,324,246,78.0,0.24074074074074073,1192,529,663.0,0.5562080536912751,1430,970,460.0,0.32167832167832167,352,97,255.0,0.7244318181818182,2200.0,1202.0,998.0,0.4536363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-01-02,1219,748,471.0,0.3863822805578343,324,235,89.0,0.27469135802469136,1192,579,613.0,0.514261744966443,1430,990,440.0,0.3076923076923077,352,87,265.0,0.7528409090909091,2200.0,1229.0,971.0,0.44136363636363635,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-01-03,1219,879,340.0,0.27891714520098443,324,228,96.0,0.2962962962962963,1192,652,540.0,0.45302013422818793,1430,1061,369.0,0.25804195804195806,352,135,217.0,0.6164772727272727,2200.0,1105.0,1095.0,0.49772727272727274,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-01-04,1219,923,296.0,0.2428219852337982,324,213,111.0,0.3425925925925926,1192,781,411.0,0.3447986577181208,1430,1055,375.0,0.26223776223776224,352,111,241.0,0.6846590909090909,2200.0,1537.0,663.0,0.3013636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-01-05,1219,932,287.0,0.23543888433141918,324,221,103.0,0.31790123456790126,1192,677,515.0,0.4320469798657718,1430,1035,395.0,0.2762237762237762,352,97,255.0,0.7244318181818182,2200.0,1550.0,650.0,0.29545454545454547,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-01-06,1219,859,360.0,0.29532403609515995,324,217,107.0,0.33024691358024694,1192,587,605.0,0.5075503355704698,1430,1006,424.0,0.2965034965034965,352,63,289.0,0.8210227272727273,2200.0,1494.0,706.0,0.3209090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-01-07,1219,873,346.0,0.2838392124692371,324,211,113.0,0.3487654320987654,1192,583,609.0,0.5109060402684564,1430,1053,377.0,0.2636363636363636,352,68,284.0,0.8068181818181818,2200.0,1437.0,763.0,0.3468181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-01-08,1219,836,383.0,0.31419196062346183,324,222,102.0,0.3148148148148148,1192,590,602.0,0.5050335570469798,1430,1086,344.0,0.24055944055944056,352,67,285.0,0.8096590909090909,2200.0,1438.0,762.0,0.3463636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-01-09,1219,884,335.0,0.2748154224774405,324,204,120.0,0.37037037037037035,1192,610,582.0,0.48825503355704697,1430,1106,324.0,0.22657342657342658,352,81,271.0,0.7698863636363636,2200.0,1501.0,699.0,0.31772727272727275,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-01-10,1219,914,305.0,0.2502050861361772,324,228,96.0,0.2962962962962963,1192,676,516.0,0.43288590604026844,1430,991,439.0,0.30699300699300697,352,36,316.0,0.8977272727272727,2200.0,1524.0,676.0,0.30727272727272725,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-01-11,1219,903,316.0,0.25922887612797374,324,195,129.0,0.39814814814814814,1192,666,526.0,0.4412751677852349,1430,871,559.0,0.39090909090909093,352,60,292.0,0.8295454545454546,2200.0,1508.0,692.0,0.3145454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-01-12,1219,793,426.0,0.3494667760459393,324,226,98.0,0.30246913580246915,1192,756,436.0,0.36577181208053694,1430,965,465.0,0.32517482517482516,352,47,305.0,0.8664772727272727,2200.0,1579.0,621.0,0.2822727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-01-13,1219,876,343.0,0.28137817883511074,324,221,103.0,0.31790123456790126,1192,635,557.0,0.4672818791946309,1430,967,463.0,0.3237762237762238,352,60,292.0,0.8295454545454546,2200.0,1488.0,712.0,0.3236363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-01-14,1219,835,384.0,0.31501230516817064,324,214,110.0,0.3395061728395062,1192,617,575.0,0.4823825503355705,1430,989,441.0,0.3083916083916084,352,49,303.0,0.8607954545454546,2200.0,1368.0,832.0,0.3781818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-01-15,1219,797,422.0,0.34618539786710417,324,229,95.0,0.2932098765432099,1192,488,704.0,0.5906040268456376,1430,995,435.0,0.3041958041958042,352,35,317.0,0.9005681818181818,2200.0,1251.0,949.0,0.43136363636363634,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-01-16,1219,786,433.0,0.35520918785890077,324,236,88.0,0.2716049382716049,1192,493,699.0,0.5864093959731543,1430,989,441.0,0.3083916083916084,352,57,295.0,0.8380681818181818,2200.0,1267.0,933.0,0.4240909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-01-17,1219,864,355.0,0.2912223133716161,324,219,105.0,0.32407407407407407,1192,557,635.0,0.5327181208053692,1430,971,459.0,0.320979020979021,352,64,288.0,0.8181818181818182,2200.0,1411.0,789.0,0.35863636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-01-18,1219,892,327.0,0.2682526661197703,324,224,100.0,0.30864197530864196,1192,633,559.0,0.46895973154362414,1430,913,517.0,0.36153846153846153,352,33,319.0,0.90625,2200.0,1555.0,645.0,0.29318181818181815,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-01-19,1219,859,360.0,0.29532403609515995,324,194,130.0,0.4012345679012346,1192,614,578.0,0.4848993288590604,1430,872,558.0,0.3902097902097902,352,27,325.0,0.9232954545454546,2200.0,1531.0,669.0,0.3040909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-01-20,1219,761,458.0,0.3757178014766202,324,209,115.0,0.3549382716049383,1192,503,689.0,0.5780201342281879,1430,920,510.0,0.35664335664335667,352,62,290.0,0.8238636363636364,2200.0,1466.0,734.0,0.3336363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-01-21,1219,738,481.0,0.3945857260049221,324,204,120.0,0.37037037037037035,1192,609,583.0,0.4890939597315436,1430,932,498.0,0.34825174825174826,352,33,319.0,0.90625,2200.0,1617.0,583.0,0.265,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-01-22,1219,756,463.0,0.37981952420016407,324,209,115.0,0.3549382716049383,1192,627,565.0,0.473993288590604,1430,964,466.0,0.3258741258741259,352,44,308.0,0.875,2200.0,1636.0,564.0,0.25636363636363635,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-01-23,1219,855,364.0,0.29860541427399506,324,231,93.0,0.28703703703703703,1192,555,637.0,0.5343959731543624,1430,979,451.0,0.3153846153846154,352,64,288.0,0.8181818181818182,2200.0,1389.0,811.0,0.36863636363636365,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-01-24,1219,909,310.0,0.25430680885972107,324,215,109.0,0.33641975308641975,1192,636,556.0,0.4664429530201342,1430,922,508.0,0.35524475524475524,352,27,325.0,0.9232954545454546,2200.0,1494.0,706.0,0.3209090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-01-25,1219,897,322.0,0.2641509433962264,324,190,134.0,0.41358024691358025,1192,618,574.0,0.4815436241610738,1430,807,623.0,0.43566433566433566,352,25,327.0,0.9289772727272727,2200.0,1476.0,724.0,0.3290909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-01-26,1219,858,361.0,0.29614438063986875,324,198,126.0,0.3888888888888889,1192,596,596.0,0.5,1430,778,652.0,0.45594405594405596,352,29,323.0,0.9176136363636364,2200.0,1467.0,733.0,0.3331818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-01-27,1219,844,375.0,0.30762920426579166,324,196,128.0,0.3950617283950617,1192,570,622.0,0.5218120805369127,1430,726,704.0,0.49230769230769234,352,24,328.0,0.9318181818181818,2200.0,1397.0,803.0,0.365,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-01-28,1219,779,440.0,0.3609515996718622,324,209,115.0,0.3549382716049383,1192,481,711.0,0.5964765100671141,1430,784,646.0,0.45174825174825173,352,30,322.0,0.9147727272727273,2200.0,1336.0,864.0,0.3927272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-01-29,1219,801,418.0,0.34290401968826906,324,216,108.0,0.3333333333333333,1192,430,762.0,0.639261744966443,1430,879,551.0,0.3853146853146853,352,16,336.0,0.9545454545454546,2200.0,1339.0,861.0,0.39136363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-01-30,1219,808,411.0,0.33716160787530763,324,231,93.0,0.28703703703703703,1192,510,682.0,0.5721476510067114,1430,913,517.0,0.36153846153846153,352,75,277.0,0.7869318181818182,2200.0,1401.0,799.0,0.36318181818181816,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-01-31,1219,906,313.0,0.25676784249384743,324,223,101.0,0.3117283950617284,1192,567,625.0,0.5243288590604027,1430,860,570.0,0.3986013986013986,352,29,323.0,0.9176136363636364,2200.0,1538.0,662.0,0.3009090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-02-01,1219,912,307.0,0.25184577522559476,324,214,110.0,0.3395061728395062,1192,674,518.0,0.43456375838926176,1430,782,648.0,0.45314685314685316,352,19,333.0,0.9460227272727273,2200.0,1584.0,616.0,0.28,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-02-02,1219,880,339.0,0.2780968006562756,324,208,116.0,0.35802469135802467,1192,574,618.0,0.5184563758389261,1430,658,772.0,0.5398601398601398,352,22,330.0,0.9375,2200.0,1559.0,641.0,0.2913636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-02-03,1219,827,392.0,0.32157506152584087,324,218,106.0,0.3271604938271605,1192,511,681.0,0.5713087248322147,1430,767,663.0,0.4636363636363636,352,39,313.0,0.8892045454545454,2200.0,1499.0,701.0,0.31863636363636366,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-02-04,1219,747,472.0,0.38720262510254305,324,210,114.0,0.35185185185185186,1192,517,675.0,0.5662751677852349,1430,812,618.0,0.43216783216783217,352,21,331.0,0.9403409090909091,2200.0,1401.0,799.0,0.36318181818181816,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-02-05,1219,733,486.0,0.39868744872846595,324,209,115.0,0.3549382716049383,1192,435,757.0,0.6350671140939598,1430,839,591.0,0.4132867132867133,352,32,320.0,0.9090909090909091,2200.0,1368.0,832.0,0.3781818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-02-06,1219,649,570.0,0.46759639048400325,324,174,150.0,0.46296296296296297,1192,488,704.0,0.5906040268456376,1430,896,534.0,0.3734265734265734,352,53,299.0,0.8494318181818182,2200.0,1376.0,824.0,0.37454545454545457,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-02-07,1219,843,376.0,0.3084495488105004,324,208,116.0,0.35802469135802467,1192,549,643.0,0.5394295302013423,1430,757,673.0,0.4706293706293706,352,21,331.0,0.9403409090909091,2200.0,1447.0,753.0,0.3422727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-02-08,1219,864,355.0,0.2912223133716161,324,206,118.0,0.36419753086419754,1192,594,598.0,0.5016778523489933,1430,635,795.0,0.5559440559440559,352,20,332.0,0.9431818181818182,2200.0,1489.0,711.0,0.3231818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-02-09,1219,824,395.0,0.3240360951599672,324,207,117.0,0.3611111111111111,1192,533,659.0,0.5528523489932886,1430,604,826.0,0.5776223776223777,352,18,334.0,0.9488636363636364,2200.0,1449.0,751.0,0.34136363636363637,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-02-10,1219,805,414.0,0.33962264150943394,324,195,129.0,0.39814814814814814,1192,508,684.0,0.5738255033557047,1430,612,818.0,0.5720279720279721,352,28,324.0,0.9204545454545454,2200.0,1327.0,873.0,0.3968181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-02-11,1219,708,511.0,0.4191960623461854,324,213,111.0,0.3425925925925926,1192,396,796.0,0.6677852348993288,1430,677,753.0,0.5265734265734265,352,24,328.0,0.9318181818181818,2200.0,1176.0,1024.0,0.46545454545454545,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-02-12,1219,692,527.0,0.43232157506152585,324,204,120.0,0.37037037037037035,1192,440,752.0,0.6308724832214765,1430,832,598.0,0.41818181818181815,352,22,330.0,0.9375,2200.0,1141.0,1059.0,0.4813636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-02-13,1219,579,640.0,0.5250205086136177,324,199,125.0,0.38580246913580246,1192,300,892.0,0.7483221476510067,1430,676,754.0,0.5272727272727272,352,17,335.0,0.9517045454545454,2200.0,1020.0,1180.0,0.5363636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-02-14,1219,812,407.0,0.3338802296964725,324,177,147.0,0.4537037037037037,1192,533,659.0,0.5528523489932886,1430,835,595.0,0.4160839160839161,352,31,321.0,0.9119318181818182,2200.0,1353.0,847.0,0.385,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-02-15,1219,812,407.0,0.3338802296964725,324,160,164.0,0.5061728395061729,1192,536,656.0,0.5503355704697986,1430,612,818.0,0.5720279720279721,352,18,334.0,0.9488636363636364,2200.0,1406.0,794.0,0.3609090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-02-16,1219,813,406.0,0.33305988515176377,324,159,165.0,0.5092592592592593,1192,540,652.0,0.5469798657718121,1430,454,976.0,0.6825174825174826,352,23,329.0,0.9346590909090909,2200.0,1386.0,814.0,0.37,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-02-17,1219,793,426.0,0.3494667760459393,324,168,156.0,0.48148148148148145,1192,471,721.0,0.6048657718120806,1430,436,994.0,0.6951048951048951,352,19,333.0,0.9460227272727273,2200.0,1259.0,941.0,0.42772727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-02-18,1219,680,539.0,0.4421657095980312,324,176,148.0,0.4567901234567901,1192,379,813.0,0.6820469798657718,1430,524,906.0,0.6335664335664336,352,44,308.0,0.875,2200.0,1001.0,1199.0,0.545,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-02-19,1219,559,660.0,0.5414273995077933,324,168,156.0,0.48148148148148145,1192,294,898.0,0.7533557046979866,1430,572,858.0,0.6,352,61,291.0,0.8267045454545454,2200.0,944.0,1256.0,0.5709090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-02-20,1219,551,668.0,0.5479901558654635,324,185,139.0,0.42901234567901236,1192,277,915.0,0.7676174496644296,1430,618,812.0,0.5678321678321678,352,25,327.0,0.9289772727272727,2200.0,958.0,1242.0,0.5645454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-02-21,1219,469,750.0,0.6152584085315833,324,189,135.0,0.4166666666666667,1192,408,784.0,0.6577181208053692,1430,652,778.0,0.544055944055944,352,22,330.0,0.9375,2200.0,1199.0,1001.0,0.455,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-02-22,1219,734,485.0,0.3978671041837572,324,171,153.0,0.4722222222222222,1192,508,684.0,0.5738255033557047,1430,515,915.0,0.6398601398601399,352,25,327.0,0.9289772727272727,2200.0,1329.0,871.0,0.39590909090909093,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-02-23,1219,720,499.0,0.40935192780968005,324,157,167.0,0.5154320987654321,1192,494,698.0,0.5855704697986577,1430,441,989.0,0.6916083916083916,352,19,333.0,0.9460227272727273,2200.0,1315.0,885.0,0.4022727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-02-24,1219,669,550.0,0.45118949958982774,324,154,170.0,0.5246913580246914,1192,379,813.0,0.6820469798657718,1430,478,952.0,0.6657342657342658,352,18,334.0,0.9488636363636364,2200.0,1241.0,959.0,0.4359090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-02-25,1219,622,597.0,0.48974569319114025,324,172,152.0,0.4691358024691358,1192,327,865.0,0.7256711409395973,1430,553,877.0,0.6132867132867132,352,14,338.0,0.9602272727272727,2200.0,1088.0,1112.0,0.5054545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-02-26,1219,671,548.0,0.4495488105004102,324,207,117.0,0.3611111111111111,1192,437,755.0,0.6333892617449665,1430,766,664.0,0.4643356643356643,352,37,315.0,0.8948863636363636,2200.0,1182.0,1018.0,0.4627272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-02-27,1219,691,528.0,0.4331419196062346,324,210,114.0,0.35185185185185186,1192,389,803.0,0.6736577181208053,1430,763,667.0,0.4664335664335664,352,35,317.0,0.9005681818181818,2200.0,1199.0,1001.0,0.455,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-02-28,1219,772,447.0,0.3666940114848236,324,200,124.0,0.38271604938271603,1192,525,667.0,0.5595637583892618,1430,638,792.0,0.5538461538461539,352,18,334.0,0.9488636363636364,2200.0,1313.0,887.0,0.4031818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-03-01,1219,725,494.0,0.4052502050861362,324,164,160.0,0.49382716049382713,1192,491,701.0,0.5880872483221476,1430,493,937.0,0.6552447552447552,352,24,328.0,0.9318181818181818,2200.0,1372.0,828.0,0.37636363636363634,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-03-02,1219,723,496.0,0.40689089417555374,324,162,162.0,0.5,1192,501,691.0,0.5796979865771812,1430,475,955.0,0.6678321678321678,352,25,327.0,0.9289772727272727,2200.0,1360.0,840.0,0.38181818181818183,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-03-03,1219,673,546.0,0.4479081214109926,324,152,172.0,0.5308641975308642,1192,383,809.0,0.6786912751677853,1430,461,969.0,0.6776223776223776,352,34,318.0,0.9034090909090909,2200.0,1225.0,975.0,0.4431818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-03-04,1219,630,589.0,0.4831829368334701,324,175,149.0,0.45987654320987653,1192,343,849.0,0.712248322147651,1430,589,841.0,0.5881118881118881,352,20,332.0,0.9431818181818182,2200.0,1114.0,1086.0,0.49363636363636365,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-03-05,1219,654,565.0,0.4634946677604594,324,169,155.0,0.4783950617283951,1192,381,811.0,0.6803691275167785,1430,727,703.0,0.4916083916083916,352,22,330.0,0.9375,2200.0,1122.0,1078.0,0.49,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-03-06,1219,647,572.0,0.4692370795734208,324,178,146.0,0.4506172839506173,1192,377,815.0,0.6837248322147651,1430,774,656.0,0.45874125874125876,352,49,303.0,0.8607954545454546,2200.0,1159.0,1041.0,0.4731818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-03-07,1219,737,482.0,0.39540607054963084,324,154,170.0,0.5246913580246914,1192,410,782.0,0.6560402684563759,1430,625,805.0,0.5629370629370629,352,33,319.0,0.90625,2200.0,887.0,1313.0,0.5968181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-03-08,1219,737,482.0,0.39540607054963084,324,139,185.0,0.5709876543209876,1192,433,759.0,0.636744966442953,1430,453,977.0,0.6832167832167833,352,24,328.0,0.9318181818181818,2200.0,1283.0,917.0,0.4168181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-03-09,1219,740,479.0,0.39294503691550453,324,139,185.0,0.5709876543209876,1192,429,763.0,0.6401006711409396,1430,497,933.0,0.6524475524475525,352,33,319.0,0.90625,2200.0,1309.0,891.0,0.405,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-03-10,1219,700,519.0,0.4257588187038556,324,145,179.0,0.5524691358024691,1192,400,792.0,0.6644295302013423,1430,435,995.0,0.6958041958041958,352,17,335.0,0.9517045454545454,2200.0,1263.0,937.0,0.4259090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-03-11,1219,654,565.0,0.4634946677604594,324,160,164.0,0.5061728395061729,1192,371,821.0,0.6887583892617449,1430,665,765.0,0.534965034965035,352,14,338.0,0.9602272727272727,2200.0,1191.0,1009.0,0.4586363636363636,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-03-12,1219,631,588.0,0.48236259228876127,324,174,150.0,0.46296296296296297,1192,413,779.0,0.6535234899328859,1430,795,635.0,0.44405594405594406,352,32,320.0,0.9090909090909091,2200.0,1210.0,990.0,0.45,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-03-13,1219,654,565.0,0.4634946677604594,324,178,146.0,0.4506172839506173,1192,367,825.0,0.6921140939597316,1430,825,605.0,0.4230769230769231,352,48,304.0,0.8636363636363636,2200.0,1178.0,1022.0,0.46454545454545454,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-03-14,1219,708,511.0,0.4191960623461854,324,174,150.0,0.46296296296296297,1192,439,753.0,0.6317114093959731,1430,739,691.0,0.48321678321678324,352,28,324.0,0.9204545454545454,2200.0,1294.0,906.0,0.4118181818181818,-1,-1,-1,-1,0.0,0.0,0.0
