Day,Date,LOT 2 General Spaces,LOT 2 General Vacancies,LOT 2 General Occupied,LOT 2 General % Capacity,LOT 2 Premium Spaces,LOT 2 Premium Vacancies,LOT 2 Premium Occupied,LOT 2 Premium % Capacity,LOT 3 Spaces,LOT 3 Vacancies,LOT 3 Occupied,LOT 3 % Capacity,LOT 4 General Spaces,LOT 4 General Vacancies,LOT 4 General Occupied,LOT 4 General % Capacity,LOT 4 Premium Spaces,LOT 4 Premium Vacancies,LOT 4 Premium Occupied,LOT 4 Premium % Capacity,LOT 5 Spaces,LOT 5 Vacancies,LOT 5 Occupied,LOT 5 % Capacity,LOT 6 Spaces,LOT 6 Vacancies,LOT 6 Occupied,LOT 6 % Capacity,Total CC Revenue,Total Cash Revenue,Total Revenue
Tuesday,2022-03-15,1219,688,531.0,0.43560295324036097,324,159,165.0,0.5092592592592593,1192,456,736.0,0.6174496644295302,1430,539,891.0,0.6230769230769231,352,35,317.0,0.9005681818181818,2200.0,1295.0,905.0,0.4113636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-03-16,1219,659,560.0,0.4593929450369155,324,146,178.0,0.5493827160493827,1192,449,743.0,0.6233221476510067,1430,497,933.0,0.6524475524475525,352,19,333.0,0.9460227272727273,2200.0,1222.0,978.0,0.4445454545454545,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-03-17,1219,650,569.0,0.4667760459392945,324,139,185.0,0.5709876543209876,1192,383,809.0,0.6786912751677853,1430,533,897.0,0.6272727272727273,352,21,331.0,0.9403409090909091,2200.0,1157.0,1043.0,0.4740909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-03-18,1219,586,633.0,0.5192780968006563,324,155,169.0,0.5216049382716049,1192,351,841.0,0.7055369127516778,1430,690,740.0,0.5174825174825175,352,56,296.0,0.8409090909090909,2200.0,1101.0,1099.0,0.49954545454545457,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-03-19,1219,552,667.0,0.5471698113207547,324,157,167.0,0.5154320987654321,1192,252,940.0,0.7885906040268457,1430,782,648.0,0.45314685314685316,352,54,298.0,0.8465909090909091,2200.0,1142.0,1058.0,0.4809090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-03-20,1219,660,559.0,0.4585726004922067,324,165,159.0,0.49074074074074076,1192,361,831.0,0.6971476510067114,1430,831,599.0,0.4188811188811189,352,46,306.0,0.8693181818181818,2200.0,1152.0,1048.0,0.4763636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-03-21,1219,611,608.0,0.49876948318293685,324,171,153.0,0.4722222222222222,1192,377,815.0,0.6837248322147651,1430,624,806.0,0.5636363636363636,352,27,325.0,0.9232954545454546,2200.0,1197.0,1003.0,0.45590909090909093,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-03-22,1219,581,638.0,0.5233798195242002,324,163,161.0,0.49691358024691357,1192,369,823.0,0.6904362416107382,1430,372,1058.0,0.7398601398601399,352,23,329.0,0.9346590909090909,2200.0,1127.0,1073.0,0.48772727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-03-23,1219,589,630.0,0.51681706316653,324,146,178.0,0.5493827160493827,1192,310,882.0,0.7399328859060402,1430,365,1065.0,0.7447552447552448,352,26,326.0,0.9261363636363636,2200.0,1032.0,1168.0,0.5309090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-03-24,1219,563,656.0,0.5381460213289582,324,143,181.0,0.558641975308642,1192,262,930.0,0.7802013422818792,1430,411,1019.0,0.7125874125874125,352,31,321.0,0.9119318181818182,2200.0,979.0,1221.0,0.555,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-03-25,1219,530,689.0,0.5652173913043478,324,150,174.0,0.5370370370370371,1192,195,997.0,0.8364093959731543,1430,499,931.0,0.651048951048951,352,25,327.0,0.9289772727272727,2200.0,943.0,1257.0,0.5713636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-03-26,1219,445,774.0,0.6349466776045939,324,162,162.0,0.5,1192,226,966.0,0.8104026845637584,1430,653,777.0,0.5433566433566434,352,38,314.0,0.8920454545454546,2200.0,953.0,1247.0,0.5668181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-03-27,1219,569,650.0,0.5332239540607056,324,164,160.0,0.49382716049382713,1192,251,941.0,0.7894295302013423,1430,707,723.0,0.5055944055944056,352,57,295.0,0.8380681818181818,2200.0,928.0,1272.0,0.5781818181818181,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-03-28,1219,592,627.0,0.5143560295324036,324,150,174.0,0.5370370370370371,1192,342,850.0,0.7130872483221476,1430,538,892.0,0.6237762237762238,352,33,319.0,0.90625,2200.0,1031.0,1169.0,0.5313636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-03-29,1219,583,636.0,0.5217391304347826,324,155,169.0,0.5216049382716049,1192,385,807.0,0.677013422818792,1430,296,1134.0,0.793006993006993,352,37,315.0,0.8948863636363636,2200.0,1038.0,1162.0,0.5281818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-03-30,1219,573,646.0,0.5299425758818704,324,143,181.0,0.558641975308642,1192,336,856.0,0.7181208053691275,1430,245,1185.0,0.8286713286713286,352,27,325.0,0.9232954545454546,2200.0,1005.0,1195.0,0.5431818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-03-31,1219,625,594.0,0.48728465955701394,324,182,142.0,0.4382716049382716,1192,304,888.0,0.7449664429530202,1430,360,1070.0,0.7482517482517482,352,49,303.0,0.8607954545454546,2200.0,947.0,1253.0,0.5695454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-04-01,1219,574,645.0,0.5291222313371616,324,169,155.0,0.4783950617283951,1192,224,968.0,0.8120805369127517,1430,500,930.0,0.6503496503496503,352,31,321.0,0.9119318181818182,2200.0,884.0,1316.0,0.5981818181818181,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-04-02,1219,522,697.0,0.571780147662018,324,226,98.0,0.30246913580246915,1192,423,769.0,0.6451342281879194,1430,597,833.0,0.5825174825174825,352,14,338.0,0.9602272727272727,2200.0,969.0,1231.0,0.5595454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-04-03,1219,609,610.0,0.5004101722723544,324,186,138.0,0.42592592592592593,1192,248,944.0,0.7919463087248322,1430,607,823.0,0.5755244755244755,352,32,320.0,0.9090909090909091,2200.0,935.0,1265.0,0.575,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-04-04,1219,667,552.0,0.4528301886792453,324,162,162.0,0.5,1192,358,834.0,0.6996644295302014,1430,503,927.0,0.6482517482517482,352,20,332.0,0.9431818181818182,2200.0,1092.0,1108.0,0.5036363636363637,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-04-05,1219,632,587.0,0.4815422477440525,324,169,155.0,0.4783950617283951,1192,371,821.0,0.6887583892617449,1430,347,1083.0,0.7573426573426574,352,18,334.0,0.9488636363636364,2200.0,1143.0,1057.0,0.48045454545454547,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-04-06,1219,640,579.0,0.4749794913863823,324,148,176.0,0.5432098765432098,1192,361,831.0,0.6971476510067114,1430,303,1127.0,0.7881118881118881,352,29,323.0,0.9176136363636364,2200.0,1114.0,1086.0,0.49363636363636365,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-04-07,1219,538,681.0,0.5586546349466776,324,127,197.0,0.6080246913580247,1192,295,897.0,0.75251677852349,1430,420,1010.0,0.7062937062937062,352,54,298.0,0.8465909090909091,2200.0,1043.0,1157.0,0.5259090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-04-08,1219,521,698.0,0.5726004922067268,324,160,164.0,0.5061728395061729,1192,282,910.0,0.7634228187919463,1430,496,934.0,0.6531468531468532,352,48,304.0,0.8636363636363636,2200.0,959.0,1241.0,0.5640909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-04-09,1219,533,686.0,0.5627563576702215,324,155,169.0,0.5216049382716049,1192,354,838.0,0.7030201342281879,1430,585,845.0,0.5909090909090909,352,7,345.0,0.9801136363636364,2200.0,974.0,1226.0,0.5572727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-04-10,1219,587,632.0,0.5184577522559475,324,171,153.0,0.4722222222222222,1192,319,873.0,0.7323825503355704,1430,604,826.0,0.5776223776223777,352,35,317.0,0.9005681818181818,2200.0,990.0,1210.0,0.55,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-04-11,1219,607,612.0,0.5020508613617719,324,154,170.0,0.5246913580246914,1192,323,869.0,0.7290268456375839,1430,432,998.0,0.6979020979020979,352,23,329.0,0.9346590909090909,2200.0,1092.0,1108.0,0.5036363636363637,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-04-12,1219,619,600.0,0.4922067268252666,324,157,167.0,0.5154320987654321,1192,421,771.0,0.6468120805369127,1430,325,1105.0,0.7727272727272727,352,13,339.0,0.9630681818181818,2200.0,1117.0,1083.0,0.49227272727272725,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-04-13,1219,634,585.0,0.47990155865463496,324,166,158.0,0.4876543209876543,1192,407,785.0,0.6585570469798657,1430,391,1039.0,0.7265734265734266,352,58,294.0,0.8352272727272727,2200.0,1170.0,1030.0,0.4681818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-04-14,1219,605,614.0,0.5036915504511895,324,160,164.0,0.5061728395061729,1192,211,981.0,0.822986577181208,1430,359,1071.0,0.7489510489510489,352,18,334.0,0.9488636363636364,2200.0,995.0,1205.0,0.5477272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-04-15,1219,600,619.0,0.5077932731747334,324,197,127.0,0.39197530864197533,1192,305,887.0,0.7441275167785235,1430,678,752.0,0.5258741258741259,352,31,321.0,0.9119318181818182,2200.0,965.0,1235.0,0.5613636363636364,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-04-16,1219,594,625.0,0.5127153404429861,324,188,136.0,0.41975308641975306,1192,283,909.0,0.7625838926174496,1430,790,640.0,0.44755244755244755,352,45,307.0,0.8721590909090909,2200.0,899.0,1301.0,0.5913636363636363,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-04-17,1219,692,527.0,0.43232157506152585,324,215,109.0,0.33641975308641975,1192,311,881.0,0.7390939597315436,1430,801,629.0,0.4398601398601399,352,83,269.0,0.7642045454545454,2200.0,929.0,1271.0,0.5777272727272728,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-04-18,1219,669,550.0,0.45118949958982774,324,182,142.0,0.4382716049382716,1192,396,796.0,0.6677852348993288,1430,655,775.0,0.541958041958042,352,36,316.0,0.8977272727272727,2200.0,1156.0,1044.0,0.47454545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-04-19,1219,614,605.0,0.4963084495488105,324,147,177.0,0.5462962962962963,1192,346,846.0,0.709731543624161,1430,308,1122.0,0.7846153846153846,352,14,338.0,0.9602272727272727,2200.0,1108.0,1092.0,0.49636363636363634,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-04-20,1219,599,620.0,0.5086136177194421,324,129,195.0,0.6018518518518519,1192,304,888.0,0.7449664429530202,1430,240,1190.0,0.8321678321678322,352,33,319.0,0.90625,2200.0,1076.0,1124.0,0.5109090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-04-21,1219,569,650.0,0.5332239540607056,324,135,189.0,0.5833333333333334,1192,249,943.0,0.7911073825503355,1430,291,1139.0,0.7965034965034965,352,25,327.0,0.9289772727272727,2200.0,964.0,1236.0,0.5618181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-04-22,1219,444,775.0,0.6357670221493027,324,140,184.0,0.5679012345679012,1192,132,1060.0,0.889261744966443,1430,393,1037.0,0.7251748251748251,352,25,327.0,0.9289772727272727,2200.0,823.0,1377.0,0.6259090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-04-23,1219,488,731.0,0.5996718621821165,324,151,173.0,0.5339506172839507,1192,128,1064.0,0.8926174496644296,1430,518,912.0,0.6377622377622377,352,58,294.0,0.8352272727272727,2200.0,859.0,1341.0,0.6095454545454545,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-04-24,1219,547,672.0,0.5512715340442986,324,146,178.0,0.5493827160493827,1192,204,988.0,0.8288590604026845,1430,552,878.0,0.6139860139860139,352,41,311.0,0.8835227272727273,2200.0,882.0,1318.0,0.5990909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-04-25,1219,636,583.0,0.4782608695652174,324,159,165.0,0.5092592592592593,1192,371,821.0,0.6887583892617449,1430,438,992.0,0.6937062937062937,352,30,322.0,0.9147727272727273,2200.0,1111.0,1089.0,0.495,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-04-26,1219,618,601.0,0.49302707136997537,324,119,205.0,0.6327160493827161,1192,330,862.0,0.7231543624161074,1430,302,1128.0,0.7888111888111888,352,13,339.0,0.9630681818181818,2200.0,1138.0,1062.0,0.4827272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-04-27,1219,568,651.0,0.5340442986054142,324,93,231.0,0.7129629629629629,1192,300,892.0,0.7483221476510067,1430,142,1288.0,0.9006993006993007,352,14,338.0,0.9602272727272727,2200.0,1074.0,1126.0,0.5118181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-04-28,1219,482,737.0,0.6045939294503692,324,100,224.0,0.691358024691358,1192,211,981.0,0.822986577181208,1430,206,1224.0,0.855944055944056,352,20,332.0,0.9431818181818182,2200.0,1008.0,1192.0,0.5418181818181819,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-04-29,1219,450,769.0,0.6308449548810501,324,122,202.0,0.6234567901234568,1192,142,1050.0,0.8808724832214765,1430,414,1016.0,0.7104895104895105,352,32,320.0,0.9090909090909091,2200.0,957.0,1243.0,0.565,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-04-30,1219,408,811.0,0.6652994257588187,324,112,212.0,0.654320987654321,1192,157,1035.0,0.8682885906040269,1430,490,940.0,0.6573426573426573,352,27,325.0,0.9232954545454546,2200.0,840.0,1360.0,0.6181818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-05-01,1219,504,715.0,0.5865463494667761,324,146,178.0,0.5493827160493827,1192,187,1005.0,0.8431208053691275,1430,626,804.0,0.5622377622377622,352,28,324.0,0.9204545454545454,2200.0,920.0,1280.0,0.5818181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-05-02,1219,610,609.0,0.4995898277276456,324,158,166.0,0.5123456790123457,1192,365,827.0,0.6937919463087249,1430,544,886.0,0.6195804195804195,352,22,330.0,0.9375,2200.0,1162.0,1038.0,0.4718181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-05-03,1219,634,585.0,0.47990155865463496,324,138,186.0,0.5740740740740741,1192,392,800.0,0.6711409395973155,1430,401,1029.0,0.7195804195804196,352,17,335.0,0.9517045454545454,2200.0,1145.0,1055.0,0.47954545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-05-04,1219,586,633.0,0.5192780968006563,324,128,196.0,0.6049382716049383,1192,336,856.0,0.7181208053691275,1430,413,1017.0,0.7111888111888112,352,21,331.0,0.9403409090909091,2200.0,1065.0,1135.0,0.5159090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-05-05,1219,473,746.0,0.6119770303527482,324,115,209.0,0.6450617283950617,1192,249,943.0,0.7911073825503355,1430,372,1058.0,0.7398601398601399,352,16,336.0,0.9545454545454546,2200.0,922.0,1278.0,0.5809090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-05-06,1219,318,901.0,0.7391304347826086,324,121,203.0,0.6265432098765432,1192,183,1009.0,0.8464765100671141,1430,523,907.0,0.6342657342657343,352,26,326.0,0.9261363636363636,2200.0,700.0,1500.0,0.6818181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-05-07,1219,330,889.0,0.7292863002461034,324,114,210.0,0.6481481481481481,1192,127,1065.0,0.8934563758389261,1430,629,801.0,0.5601398601398602,352,36,316.0,0.8977272727272727,2200.0,731.0,1469.0,0.6677272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-05-08,1219,412,807.0,0.6620180475799836,324,142,182.0,0.5617283950617284,1192,197,995.0,0.834731543624161,1430,700,730.0,0.5104895104895105,352,67,285.0,0.8096590909090909,2200.0,880.0,1320.0,0.6,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-05-09,1219,510,709.0,0.5816242821985234,324,125,199.0,0.6141975308641975,1192,305,887.0,0.7441275167785235,1430,531,899.0,0.6286713286713287,352,28,324.0,0.9204545454545454,2200.0,950.0,1250.0,0.5681818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-05-10,1219,514,705.0,0.5783429040196882,324,82,242.0,0.7469135802469136,1192,325,867.0,0.7273489932885906,1430,250,1180.0,0.8251748251748252,352,14,338.0,0.9602272727272727,2200.0,1032.0,1168.0,0.5309090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-05-11,1219,498,721.0,0.5914684167350287,324,70,254.0,0.7839506172839507,1192,253,939.0,0.787751677852349,1430,139,1291.0,0.9027972027972028,352,30,322.0,0.9147727272727273,2200.0,995.0,1205.0,0.5477272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-05-12,1219,410,809.0,0.6636587366694011,324,101,223.0,0.6882716049382716,1192,134,1058.0,0.8875838926174496,1430,202,1228.0,0.8587412587412587,352,23,329.0,0.9346590909090909,2200.0,829.0,1371.0,0.6231818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-05-13,1219,376,843.0,0.6915504511894995,324,99,225.0,0.6944444444444444,1192,87,1105.0,0.927013422818792,1430,269,1161.0,0.8118881118881119,352,19,333.0,0.9460227272727273,2200.0,743.0,1457.0,0.6622727272727272,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-05-14,1219,296,923.0,0.7571780147662018,324,107,217.0,0.6697530864197531,1192,60,1132.0,0.9496644295302014,1430,435,995.0,0.6958041958041958,352,25,327.0,0.9289772727272727,2200.0,689.0,1511.0,0.6868181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-05-15,1219,375,844.0,0.6923707957342083,324,116,208.0,0.6419753086419753,1192,312,880.0,0.738255033557047,1430,498,932.0,0.6517482517482518,352,56,296.0,0.8409090909090909,2200.0,775.0,1425.0,0.6477272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-05-16,1219,482,737.0,0.6045939294503692,324,130,194.0,0.5987654320987654,1192,238,954.0,0.8003355704697986,1430,389,1041.0,0.727972027972028,352,19,333.0,0.9460227272727273,2200.0,859.0,1341.0,0.6095454545454545,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-05-17,1219,432,787.0,0.645611156685808,324,103,221.0,0.6820987654320988,1192,306,886.0,0.7432885906040269,1430,180,1250.0,0.8741258741258742,352,24,328.0,0.9318181818181818,2200.0,970.0,1230.0,0.5590909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-05-18,1219,443,776.0,0.6365873666940115,324,100,224.0,0.691358024691358,1192,298,894.0,0.75,1430,158,1272.0,0.8895104895104895,352,28,324.0,0.9204545454545454,2200.0,860.0,1340.0,0.6090909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-05-19,1219,399,820.0,0.6726825266611977,324,99,225.0,0.6944444444444444,1192,233,959.0,0.8045302013422819,1430,237,1193.0,0.8342657342657342,352,32,320.0,0.9090909090909091,2200.0,772.0,1428.0,0.649090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-05-20,1219,339,880.0,0.7219031993437244,324,109,215.0,0.6635802469135802,1192,137,1055.0,0.8850671140939598,1430,361,1069.0,0.7475524475524475,352,13,339.0,0.9630681818181818,2200.0,739.0,1461.0,0.6640909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-05-21,1219,337,882.0,0.7235438884331419,324,101,223.0,0.6882716049382716,1192,181,1011.0,0.8481543624161074,1430,397,1033.0,0.7223776223776224,352,17,335.0,0.9517045454545454,2200.0,769.0,1431.0,0.6504545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-05-22,1219,395,824.0,0.6759639048400328,324,131,193.0,0.595679012345679,1192,115,1077.0,0.9035234899328859,1430,451,979.0,0.6846153846153846,352,45,307.0,0.8721590909090909,2200.0,791.0,1409.0,0.6404545454545455,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-05-23,1219,496,723.0,0.5931091058244463,324,146,178.0,0.5493827160493827,1192,247,945.0,0.7927852348993288,1430,424,1006.0,0.7034965034965035,352,23,329.0,0.9346590909090909,2200.0,936.0,1264.0,0.5745454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-05-24,1219,477,742.0,0.6086956521739131,324,137,187.0,0.5771604938271605,1192,287,905.0,0.7592281879194631,1430,314,1116.0,0.7804195804195804,352,20,332.0,0.9431818181818182,2200.0,996.0,1204.0,0.5472727272727272,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-05-25,1219,491,728.0,0.5972108285479901,324,197,127.0,0.39197530864197533,1192,275,917.0,0.7692953020134228,1430,381,1049.0,0.7335664335664336,352,36,316.0,0.8977272727272727,2200.0,1012.0,1188.0,0.54,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-05-26,1219,520,699.0,0.5734208367514356,324,190,134.0,0.41358024691358025,1192,408,784.0,0.6577181208053692,1430,442,988.0,0.6909090909090909,352,55,297.0,0.84375,2200.0,928.0,1272.0,0.5781818181818181,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-05-27,1219,445,774.0,0.6349466776045939,324,193,131.0,0.404320987654321,1192,166,1026.0,0.860738255033557,1430,606,824.0,0.5762237762237762,352,18,334.0,0.9488636363636364,2200.0,709.0,1491.0,0.6777272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-05-28,1219,327,892.0,0.7317473338802297,324,168,156.0,0.48148148148148145,1192,77,1115.0,0.9354026845637584,1430,598,832.0,0.5818181818181818,352,24,328.0,0.9318181818181818,2200.0,614.0,1586.0,0.7209090909090909,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-05-29,1219,414,805.0,0.660377358490566,324,155,169.0,0.5216049382716049,1192,149,1043.0,0.875,1430,644,786.0,0.5496503496503496,352,44,308.0,0.875,2200.0,700.0,1500.0,0.6818181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-05-30,1219,627,592.0,0.4856439704675964,324,192,132.0,0.4074074074074074,1192,373,819.0,0.6870805369127517,1430,880,550.0,0.38461538461538464,352,121,231.0,0.65625,2200.0,1071.0,1129.0,0.5131818181818182,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-05-31,1219,670,549.0,0.45036915504511893,324,175,149.0,0.45987654320987653,1192,441,751.0,0.6300335570469798,1430,828,602.0,0.42097902097902096,352,37,315.0,0.8948863636363636,2200.0,1215.0,985.0,0.44772727272727275,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-06-01,1219,695,524.0,0.4298605414273995,324,144,180.0,0.5555555555555556,1192,433,759.0,0.636744966442953,1430,626,804.0,0.5622377622377622,352,13,339.0,0.9630681818181818,2200.0,1151.0,1049.0,0.4768181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-06-02,1219,597,622.0,0.5102543068088597,324,159,165.0,0.5092592592592593,1192,380,812.0,0.6812080536912751,1430,585,845.0,0.5909090909090909,352,44,308.0,0.875,2200.0,1013.0,1187.0,0.5395454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-06-03,1219,467,752.0,0.6168990976210008,324,168,156.0,0.48148148148148145,1192,311,881.0,0.7390939597315436,1430,599,831.0,0.5811188811188811,352,44,308.0,0.875,2200.0,876.0,1324.0,0.6018181818181818,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-06-04,1219,567,652.0,0.534864643150123,324,184,140.0,0.43209876543209874,1192,371,821.0,0.6887583892617449,1430,695,735.0,0.513986013986014,352,40,312.0,0.8863636363636364,2200.0,848.0,1352.0,0.6145454545454545,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-06-05,1219,445,774.0,0.6349466776045939,324,180,144.0,0.4444444444444444,1192,314,878.0,0.7365771812080537,1430,639,791.0,0.5531468531468532,352,27,325.0,0.9232954545454546,2200.0,891.0,1309.0,0.595,-1,-1,-1,-1,0.0,0.0,0.0
Monday,2022-06-06,1219,472,747.0,0.6127973748974569,324,109,215.0,0.6635802469135802,1192,348,844.0,0.7080536912751678,1430,489,941.0,0.6580419580419581,352,15,337.0,0.9573863636363636,2200.0,956.0,1244.0,0.5654545454545454,-1,-1,-1,-1,0.0,0.0,0.0
Tuesday,2022-06-07,1219,417,802.0,0.6579163248564397,324,116,208.0,0.6419753086419753,1192,349,843.0,0.7072147651006712,1430,215,1215.0,0.8496503496503497,352,2,350.0,0.9943181818181818,2200.0,1006.0,1194.0,0.5427272727272727,-1,-1,-1,-1,0.0,0.0,0.0
Wednesday,2022-06-08,1219,397,822.0,0.6743232157506153,324,112,212.0,0.654320987654321,1192,262,930.0,0.7802013422818792,1430,194,1236.0,0.8643356643356643,352,17,335.0,0.9517045454545454,2200.0,870.0,1330.0,0.6045454545454545,-1,-1,-1,-1,0.0,0.0,0.0
Thursday,2022-06-09,1219,480,739.0,0.6062346185397867,324,124,200.0,0.6172839506172839,1192,237,955.0,0.8011744966442953,1430,374,1056.0,0.7384615384615385,352,51,301.0,0.8551136363636364,2200.0,816.0,1384.0,0.6290909090909091,-1,-1,-1,-1,0.0,0.0,0.0
Friday,2022-06-10,1219,434,785.0,0.6439704675963905,324,114,210.0,0.6481481481481481,1192,220,972.0,0.8154362416107382,1430,379,1051.0,0.734965034965035,352,18,334.0,0.9488636363636364,2200.0,644.0,1556.0,0.7072727272727273,-1,-1,-1,-1,0.0,0.0,0.0
Saturday,2022-06-11,1219,385,834.0,0.6841673502871206,324,111,213.0,0.6574074074074074,1192,192,1000.0,0.8389261744966443,1430,477,953.0,0.6664335664335664,352,32,320.0,0.9090909090909091,2200.0,617.0,1583.0,0.7195454545454546,-1,-1,-1,-1,0.0,0.0,0.0
Sunday,2022-06-12,1219,443,776.0,0.6365873666940115,324,140,184.0,0.5679012345679012,1192,223,969.0,0.8129194630872483,1430,554,876.0,0.6125874125874126,352,30,322.0,0.9147727272727273,2200.0,729.0,1471.0,0.6686363636363636,-1,-1,-1,-1,0.0,0.0,0.0
